m94,thehustler,1961,8.20,25871,['drama''romance''sport']
m95,iamlegend,2007,7.10,156084,['drama''sci-fi''thriller']
m96,invadersfrommars,1953,6.40,2115,['horror''sci-fi']
m97,independenceday,1996,6.60,151698,['action''adventure''sci-fi''thriller']
m98,indianajonesandthelastcrusade,1989,8.30,174947,['action''adventure''thriller''action''adventure''fantasy']
m99,indianajonesandthetempleofdoom,1984,7.50,112054,['action''adventure']
m100,innerspace,1987,6.50,16854,['action''adventure''comedy''crime''sci-fi']
m101,theinsider,1999,8.00,69660,['biography''drama''thriller']
m102,intolerablecruelty,2003,6.40,36739,['comedy''romance''crime']
m103,ithappenedonenight,1934,8.30,25577,['comedy''romance']
m104,jfk,1991,8.00,60406,['biography''drama''history''mystery''thriller']
m105,jackiebrown,1997,7.60,85496,['crime''drama''thriller']
m106,jacob'sladder,1990/I,7.50,29182,['drama''mystery''thriller']
m107,jasonx,2001,4.40,18199,['horror''sci-fi']
m108,jaws,1975,8.30,140982,['thriller']
m109,juno,2007,7.90,152436,['comedy''drama']
m110,kalifornia,1993,6.70,21830,['crime''drama''thriller']
m111,kids,1995,6.80,26546,['crime''drama']
m112,knightmoves,1992,5.80,3272,['mystery''thriller']
m113,krull,1983,5.90,8246,['fantasy''action''adventure''sci-fi']
m114,léon,1994,8.60,204901,['crime''drama''thriller']
m115,laboroflove,1998,4.50,45,[]
m116,leavinglasvegas,1995,7.60,42919,['drama''romance']
m117,legallyblonde,2001,6.20,44558,['comedy']
m118,legend,1985,6.20,20907,['fantasy''adventure''romance']
m119,lifeasahouse,2001,7.50,19468,['drama''romance']
m120,thelifeofdavidgale,2003,7.30,38237,['drama''crime''thriller']
m121,littlenicky,2000,5.00,35489,['fantasy''comedy''romance''animation''comedy''fantasy''horror']
m122,logan'srun,1976,6.70,15152,['action''sci-fi']
m123,losthighway,1997,7.60,42998,['drama''horror''mystery''thriller']
m124,losthorizon,1937,7.80,5509,['adventure''drama''fantasy''mystery']
m125,meninblack,1997,7.00,121719,['action''adventure''comedy''sci-fi']
m126,minorityreport,2002,7.70,137009,['action''crime''mystery''sci-fi''thriller''action''animation''drama''mystery''sci-fi''thriller']
m127,made,2001,6.40,9774,['comedy''crime''drama''thriller']
m128,malcolmx,1992,7.70,23317,['biography''drama''history']
m129,manonfire,2004,7.70,76517,['action''crime''drama''thriller']
m130,marty,1955,7.70,6379,['drama''romance']
m131,mash,1970,7.80,29358,['comedy''war''drama']
m132,meetjohndoe,1941,7.70,4841,['comedy''drama''romance']
m133,metro,1997,5.30,9601,['action''comedy''crime''drama''thriller']
m134,metropolis,1927,8.40,40730,['adventure''drama''sci-fi']
m135,mightymorphinpowerrangers,1994,8.20,35,['action''family']
m136,mobsters,1991,5.50,3574,['crime''drama']
m137,monkeybone,2001,4.50,8258,['animation''comedy''fantasy''romance']
m138,mymotherdreamsthesatan'sdisciplesinnewyork,1998,6.70,70,['short']
m139,mr.smithgoestowashington,1939,8.40,33984,['drama']
m140,mr.deedsgoestotown,1936,8.00,7594,['comedy''romance']
m141,mumford,1999,6.80,6333,['comedy''drama']
m142,themummy,1999,6.90,96736,['action''adventure''fantasy']
m143,mysterymen,1999,5.90,31817,['action''comedy''fantasy']
m144,napoleon,1995,5.50,486,['family''adventure']
m145,nextfriday,2000,5.40,10267,['comedy']
m146,nickoftime,1995,6.20,15945,['crime''drama''thriller']
m147,thenightofthehunter,1955,8.20,26211,['drama''film-noir''thriller']
m148,anightmareonelmstreet,1984,7.40,47161,['horror']
m149,ninotchka,1939,7.90,6951,['comedy''romance']
m150,nixon,1995,7.10,13878,['biography''drama']
m151,nocountryforoldmen,2007,8.30,202649,['crime''drama''mystery''thriller''western']
m152,nursebetty,2000,6.40,20473,['comedy''crime''romance''thriller']
m153,obrotherwhereartthou?,2000,7.80,95628,['comedy''adventure''crime''music']
m154,anofficerandagentleman,1982,6.80,16883,['drama''romance']
m155,panicroom,2002,6.90,69824,['thriller']
m156,panther,1995/I,5.90,1129,['drama']
m157,thepatriot,2000,6.90,79207,['action''drama''war']
m158,petsematary,1989,6.30,19851,['drama''fantasy''horror''mystery''thriller']
m159,piratesofthecaribbean,2003,7.20,329,['adventure''fantasy''horror']
m160,plasticman,1999,6.70,29,['drama']
m161,platinumblonde,1931,6.90,1119,['comedy''romance']
m162,pleasantville,1998,7.50,49669,['comedy''drama''fantasy']
m163,punch-drunklove,2002,7.40,50312,['comedy''drama''romance']
m164,quills,2000,7.30,22657,['biography''drama''history''romance']
m165,rko281,1999,7.10,3543,['biography''drama']
m166,ragingbull,1980,8.40,91851,['biography''drama''sport']
m167,rearwindow,1954,8.70,121165,['crime''mystery''romance''thriller']
m168,rebelwithoutacause,1955,7.90,27791,['drama''romance']
m169,reindeergames,2000,5.50,16951,['action''crime''drama''thriller']
m170,reservoirdogs,1992,8.40,217185,['crime''mystery''thriller']
m171,roughshod,1949,6.90,115,['action''drama''romance''western']
m172,scarymovie2,2001,4.70,44511,['comedy']
m173,serialmom,1994,6.40,11077,['comedy''thriller']
m174,theseventhvictim,1943,6.90,1596,['drama''horror''thriller']
m175,sexliesandvideotape,1989,7.10,18505,['drama']
m176,shivers,1975,6.50,4940,['horror''sci-fi']
m177,shocktreatment,1981,5.40,1884,['comedy''musical']
m178,sideways,2004,7.80,70349,['comedy''drama''romance']
m179,signs,2002,6.90,113119,['drama''mystery''sci-fi''thriller']
m180,silverado,1985,7.00,14355,['action''western']
m181,simone,2010,8.30,9,['short''drama''horror''thriller']
m182,thesixthsense,1999,8.20,244162,['drama''mystery''thriller']
m183,slash,2002,4.20,899,['comedy''horror''thriller']
m184,slither,2006,6.60,26497,['comedy''horror''sci-fi']
m185,smokeyandthebandit,1977,6.60,14147,['action''comedy''crime''romance']
m186,smokin'aces,2006,6.60,58048,['action''crime''drama''thriller']
m187,solaris,2002,6.20,33541,['drama''mystery''romance''sci-fi']
m188,someonetowatchoverme,1987,6.10,3909,['action''crime''drama''romance''thriller']
m189,spider-man,2002,7.40,169898,['action''adventure''fantasy''sci-fi''action''adventure''sci-fi''thriller']
m190,stalag17,1953,8.20,21182,['drama''war']
m191,startrek:generations,1994,6.50,26662,['action''mystery''sci-fi''thriller']
m192,startrekiii:thesearchforspock,1984,6.50,22466,['action''adventure''sci-fi''thriller']
m193,startrek:thewrathofkhan,1982,7.80,36503,['action''adventure''sci-fi''thriller']
m194,startrekiv:thevoyagehome,1986,7.30,26423,['adventure''comedy''sci-fi']
m195,startrek:insurrection,1998,6.30,26728,['action''adventure''sci-fi''thriller']
m196,startrek:firstcontact,1996,7.60,45429,['action''adventure''sci-fi''thriller']
m197,startrekvi:theundiscoveredcountry,1991,7.20,23751,['action''mystery''sci-fi''thriller']
m198,startrek:nemesis,2002,6.40,28682,['action''sci-fi''thriller']
m199,starman,1984,6.90,14204,['adventure''drama''romance''sci-fi']
m200,strangedays,1995,7.10,27744,['action''crime''drama''fantasy''music''mystery''sci-fi''thriller']
m201,suspectzero,2004,5.80,9914,['crime''horror''sci-fi''thriller']
m202,swingers,1996,7.60,32427,['comedy''drama']
m203,thegodfather,1972,9.20,419312,['crime''drama''thriller']
m204,thetalentedmr.ripley,1999,7.20,64055,['crime''drama''thriller']
m205,taxidriver,1976,8.60,159525,['drama''thriller']
m206,therock,1996,7.30,109533,['action''adventure''thriller']
m207,themajestic,2001,6.80,25057,['drama''romance']
m208,thebirds,1963,7.90,53233,['horror''romance''thriller']
m209,thebodysnatcher,1945,7.40,2927,['drama''horror''thriller']
m210,thecrow:salvation,2000,4.70,4566,['action''crime''fantasy''mystery''thriller']
m211,thedaytheearthstoodstill,2008,5.50,52489,['drama''sci-fi''thriller']
m212,thelostboys,1987,7.00,34826,['comedy''fantasy''horror''thriller']
m213,thething,1982,8.20,80904,['horror''mystery''sci-fi''thriller']
m214,thetimemachine,2002,5.70,32900,['sci-fi''adventure''action']
m215,thejacket,2005,7.10,36581,['drama''fantasy''mystery''sci-fi''thriller']
m216,thelma&louise,1991,7.30,44372,['crime''drama''thriller']
m217,there'ssomethingaboutmary,1998,7.20,97546,['comedy''romance']
m218,thirteendays,2000,7.30,23732,['drama''history''thriller']
m219,thunderheart,1992,6.60,6662,['crime''mystery''thriller''western']
m220,topgun,1986,6.50,81087,['action''drama''romance']
m221,totalrecall,1990,7.40,71383,['action''adventure''sci-fi''thriller']
m222,tremors,1990,7.10,30553,['action''comedy''horror''thriller']
m223,truebeliever,1989,6.70,1801,['drama''crime']
m224,twinpeaks:firewalkwithme,1992,7.00,21274,['drama''horror''mystery''thriller']
m225,theverdict,1982,7.70,10991,['drama']
m226,thewaroftheworlds,1953,7.10,12239,['action''horror''sci-fi''thriller']
m227,newnightmare,1994,6.30,14975,['fantasy''horror''mystery''thriller']
m228,whitesquall,1996,6.40,8465,['adventure''drama']
m229,wildatheart,1990,7.20,29388,['crime''romance''thriller']
m230,wonderboys,2000,7.50,31853,['drama''comedy']
m231,thewoodsman,2004,7.40,16090,['drama']
m232,theabyss,1989,7.60,51699,['action''adventure''drama''sci-fi''thriller']
m233,l'avventura,1960,7.90,6963,['drama''mystery']
m234,agnesofgod,1985,6.50,3490,['drama''mystery''thriller']
m235,ahardday'snight,1964,7.60,15431,['comedy''music']
m236,alien,1979,8.50,184471,['adventure''horror''sci-fi''thriller']
m237,alienvs.predator,1993,7.80,116,['action''adventure''sci-fi']
m238,allabouteve,1950,8.50,35597,['drama']
m239,allthepresident'smen,1976,8.00,32717,['drama''history''thriller']
m240,americanpie,1999,6.90,107961,['comedy''romance']
m241,anamericanwerewolfinparis,1997,4.90,10158,['horror''romance''thriller''comedy']
m242,anastasia,1997,6.60,16844,['animation''adventure''drama''family''musical''animation''family']
m243,anniehall,1977,8.30,66781,['comedy''drama''romance']
m244,theanniversaryparty,2001,6.20,5809,['drama''comedy']
m245,antz,1998,6.80,37825,['animation''adventure''comedy''family']
m246,theapartment,1960,8.40,37301,['romance''comedy''drama']
m247,apocalypsenow,1979,8.60,176465,['drama''war']
m248,arcticblue,1993,4.80,464,['action''thriller']
m249,asgoodasitgets,1997,7.80,93201,['comedy''drama''romance']
m250,assassins,1995,6.00,23681,['action''thriller''crime']
m251,asylum,2005,6.10,2395,['drama''romance''thriller']
m252,awalktoremember,2002,7.10,38751,['drama''romance']
m253,backtothefuture,1985,8.40,207376,['adventure''family''sci-fi']
m254,badlands,1973,7.90,16753,['crime''drama''romance''thriller']
m255,theadventuresofbuckaroobanzaiacrossthe8thdimension,1984,6.00,10046,['adventure''romance''comedy''sci-fi']
m256,bartonfink,1991,7.80,33119,['drama''mystery''thriller']
m257,basicinstinct,1992,6.90,57615,['mystery''romance''thriller']
m258,basquiat,1996,6.70,8016,['biography''drama']
m259,batmanreturns,1992,6.90,79770,['action''crime''fantasy''thriller''animation''crime''fantasy''action''thriller']
m260,batmanandrobin,1949,6.50,443,['action''adventure''crime''drama''sci-fi']
m261,batmanforever,1995,5.40,77223,['action''crime''fantasy''thriller']
m262,batman,1989,7.60,112731,['crime''drama''thriller''action''adventure''crime']
m263,bean,1997,5.80,27131,['comedy''family']
m264,beavisandbutt-headdoamerica,1996,6.60,23149,['animation''adventure''comedy''crime']
m265,beetlejuice,1988,7.30,62164,['comedy''fantasy']
m266,beingthere,1979,8.00,25085,['drama''comedy']
m267,beingjohnmalkovich,1999,7.90,115008,['comedy''drama''fantasy''romance']
m268,beloved,1998/I,5.60,4014,['drama''mystery']
m269,thebiglebowski,1998,8.20,182170,['comedy''crime''mystery']
m270,theblackdahlia,2006,5.60,35706,['crime''drama''history''mystery''thriller']
m271,bladeii,2002,6.60,51826,['action''fantasy''horror''thriller''action''adventure''horror']
m272,blade,1998,7.00,65885,['action''adventure''fantasy''horror''thriller']
m273,bookofshadows:blairwitch2,2000,4.10,16285,['crime''horror''mystery''thriller']
m274,bloodsimple.,1984,7.80,28901,['crime''drama''thriller']
m275,bloodmoon,1997,4.50,269,['action''thriller']
m276,blow,2001,7.40,71334,['biography''crime''drama']
m277,labattagliadialgeri,1966,8.20,14339,['drama''history''war']
m278,bodyofevidence,1993,4.10,6052,['drama''romance''thriller']
m279,thebridgesofmadisoncounty,1995,7.20,22252,['drama''romance']
m280,bones,2001,4.00,3525,['crime''horror']
m281,bound,1996,7.50,23772,['crime''drama''thriller']
m282,thebourneidentity,2002,7.70,124918,['action''adventure''mystery''thriller']
m283,brazil,1985,8.00,77350,['drama''fantasy''sci-fi']
m284,bringingoutthedead,1999,6.80,31285,['drama''thriller']
m285,broadcastnews,1987,7.10,10559,['comedy''drama''romance']
m286,abucketofblood,1959,6.80,1892,['comedy''horror']
m287,buffythevampireslayer,1992,5.30,16206,['horror''comedy''action']
m288,bulldurham,1988,7.00,18941,['comedy''romance''sport']
m289,casino,1995,8.10,111223,['biography''crime''drama']
m290,catwoman,2004,3.20,35065,['action''crime''fantasy']
m291,cellular,2004,6.50,32920,['action''crime''thriller']
m292,thecryinggame,1992,7.30,21394,['drama''thriller']
m293,charade,1963,8.00,22815,['comedy''mystery''romance''thriller']
m294,cherryfalls,2000,4.80,5669,['horror''mystery''thriller']
m295,chillfactor,1999,4.90,5381,['action''adventure''comedy''thriller']
m296,chinatown,1974,8.50,80698,['crime''drama''mystery''thriller']
m297,nuovocinemaparadiso,1988,8.50,46801,['comedy''drama''romance']
m298,citizenkane,1941,8.60,140517,['drama''mystery']
m299,clerks.,1994,8.00,90972,['comedy']
m300,cliffhanger,1993,6.20,34880,['action''adventure''thriller']
m301,aclockworkorange,1971,8.50,197372,['crime''drama''sci-fi']
m302,collateral,2004,7.80,106866,['crime''drama''thriller']
m303,conspiracytheory,1997,6.50,36045,['action''crime''mystery''romance''thriller']
m304,contact,1997,7.40,75043,['drama''mystery''sci-fi''thriller']
m305,coolhandluke,1967,8.30,46514,['crime''drama']
m306,copycat,1995,6.50,17335,['crime''mystery''thriller']
m307,crash,2004/I,8.00,174003,['crime''drama']
m308,crazylove,2007/I,7.00,944,['documentary']
m309,crimespree,2003,6.40,3129,['action''comedy''crime']
m310,crouchingtigerhiddendragon,2003,8.00,1091,['action']
m311,thecrow,1994,7.60,55886,['action''crime''fantasy''thriller']
m312,cruelintentions,1999,6.70,67532,['drama''romance''thriller']
m313,thecurseofthecatpeople,1944,6.90,2067,['drama''fantasy''horror']
m314,thecurse,1987,4.50,627,['sci-fi''horror']
m315,darkcity,1998,7.80,64262,['mystery''sci-fi''thriller']
m316,dave,1993,6.80,20807,['comedy''romance']
m317,dayofthedead,1985,7.00,22746,['horror''sci-fi']
m318,deadpoetssociety,1989,7.80,90842,['drama']
m319,deeprising,1998,5.70,12638,['action''horror''sci-fi''thriller']
m320,thedeerhunter,1978,8.20,89841,['drama''war']
m321,demolitionman,1993,6.30,46318,['action''crime''sci-fi']
m322,thedevilanddanielwebster,2004,5.70,1824,['comedy''drama''fantasy']
m323,diehard,1988,8.30,185430,['action''crime''thriller']
m324,dogdayafternoon,1975,8.20,61120,['crime''drama']
m325,domino,2005,5.90,32949,['action''crime''drama''thriller']
m326,dotherightthing,1989,7.90,27164,['drama']
m327,dumbanddumberer:whenharrymetlloyd,2003,3.30,14984,['comedy']
m328,dune,1984,6.50,38954,['action''adventure''sci-fi']
m329,edwood,1994,8.10,75704,['biography''comedy''drama']
m330,edtv,1999,6.10,21865,['comedy']
m331,election,1999,7.40,37868,['comedy''drama']
m332,l.a.confidential,1997,8.40,168009,['crime''drama''mystery''thriller']
m333,enemyofthestate,1998,7.20,67504,['action''drama''thriller']
m334,theenglishpatient,1996,7.30,55247,['romance''drama''war']
m335,entrapment,1999,6.10,41120,['action''crime''romance''thriller']
m336,erinbrockovich,2000,7.20,55641,['biography''drama''romance']
m337,starwars:theempirestrikesback,1982,8.00,42,['animation''adventure''action''fantasy']
m338,escapefromtheplanetoftheapes,1971,6.10,7754,['sci-fi''thriller']
m339,escapefroml.a.,1996,5.30,23551,['action''adventure''sci-fi''thriller']
m340,excalibur,1981,7.40,24550,['adventure''drama''fantasy']
m341,theexorcist,1973,8.10,106383,['horror''thriller']
m342,thefabulousbakerboys,1989,6.70,9433,['drama''music''romance']
m343,face/off,1997,7.30,103386,['action''crime''drama''sci-fi''thriller']
m344,thefamilyman,2000,6.60,34509,['comedy''fantasy''drama''romance']
m345,thefantasticfour,1994,3.80,1472,['action''adventure''sci-fi''fantasy']
m346,fantasticvoyage,1966,6.80,5231,['adventure''sci-fi']
m347,fargo,1996,8.30,168176,['crime''drama''thriller']
m348,fightclub,1999,8.80,391697,['crime''drama''mystery''thriller']
m349,finaldestination2,2003,6.40,36312,['horror''thriller']
m350,finaldestination,2000,6.80,53422,['horror''thriller']
m351,rambo:firstbloodpartii,1985,5.80,39147,['action''adventure''thriller']
m352,thefisherking,1991,7.50,28310,['comedy''drama''romance']
m353,fiveeasypieces,1970,7.50,11969,['drama']
m354,fivefeethighandrising,2000,6.50,326,['short']
m355,fletch,1985,6.70,17336,['comedy''crime''mystery']
m356,theadventuresoffordfairlane,1990,5.60,9051,['action''adventure''comedy''music']
m357,thefrenchconnection,1971,7.90,34062,['action''crime''thriller']
m358,frequency,2000,7.30,36396,['crime''drama''sci-fi''thriller']
m359,fridaythe13thpartiii,1982,5.10,11718,['horror']
m360,jasonlives:fridaythe13thpartvi,1986,5.30,9919,['comedy''horror''thriller']
m361,jasongoestohell:thefinalfriday,1993,4.10,8894,['horror''thriller']
m362,fridaythe13thpartviii:jasontakesmanhattan,1989,3.90,10288,['horror']
m363,game6,2005,6.00,1414,['comedy''drama''sport']
m364,gandhi,1982,8.20,52160,['biography''drama''history']
m365,gattaca,1997,7.80,72063,['drama''romance''sci-fi''thriller']
m366,thegetaway,1972,7.50,10151,['action''adventure''crime''thriller']
m367,getcarter,2000,4.80,14319,['action''crime''drama''thriller']
m368,glengarryglenross,1992,7.90,32882,['drama']
m369,thegodfather:partii,1974,9.00,251290,['crime''drama''thriller']
m370,godsandmonsters,1998,7.50,16063,['biography''drama']
m371,goneinsixtyseconds,2000,6.00,74474,['action''crime''thriller']
m372,goodfellas,1990,8.80,234582,['crime''drama''thriller']
m373,goodwillhunting,1997,8.10,154419,['drama']
m374,thegrapesofwrath,1940,8.30,23850,['drama']
m375,grossepointeblank,1997,7.40,41877,['comedy''crime''romance''thriller']
m376,thehorsewhisperer,1998,6.40,15953,['drama''romance''western']
m377,hackers,1995,5.80,27009,['action''crime''drama''thriller']
m378,halloween4:thereturnofmichaelmyers,1988,5.60,11315,['horror''thriller']
m379,halloween,1978,7.90,64690,['horror''thriller']
m380,hannahandhersisters,1986,7.90,21088,['comedy''drama''romance']
m381,hannibal,2001,6.40,75788,['crime''thriller']
m382,happycampers,2001,5.40,1785,['comedy']
m383,heathers,1989,7.30,25236,['comedy''crime']
m384,heavenlycreatures,1994,7.60,27211,['crime''drama''fantasy''thriller']
m385,hellraiser:hellseeker,2002,4.90,3400,['horror''mystery''thriller']
m386,hero,1992/I,6.30,10573,['comedy''drama']
m387,hiderinthehouse,1989,5.60,394,['thriller']
m388,highlanderiii:thesorcerer,1994,3.90,7831,['fantasy''sci-fi''action']
m389,hostage,2005/I,6.60,37868,['action''crime''drama''thriller']
m390,hotelrwanda,2004,8.30,94404,['adventure''drama''history''thriller''war']
m391,houseonhauntedhill,1999,5.30,23127,['horror''mystery''thriller']
m392,houseofthedamned,1996,4.30,216,['action''horror''thriller']
m393,hellraiseriii:hellonearth,1992,5.10,7716,['horror']
m394,hudsonhawk,1991,5.40,22116,['action''adventure''comedy''action''adventure''comedy''crime']
m395,thehudsuckerproxy,1994,7.40,32691,['comedy''drama''fantasy''romance']
m396,iwalkedwithazombie,1943,7.30,3420,['horror']
m397,theicestorm,1997,7.50,27724,['drama']
m398,insomnia,2002/I,7.30,69635,['crime''drama''mystery''thriller']
m399,interviewwiththevampire:thevampirechronicles,1994,7.40,80077,['drama''fantasy']
m400,istillknowwhatyoudidlastsummer,1998,4.10,23543,['horror''mystery''thriller']
m401,isleofthedead,1945,6.60,1405,['drama''horror''mystery''thriller']
m402,it'sawonderfullife,1946,8.70,103290,['drama''fantasy''romance']
m403,jaws2,1978,5.60,18995,['thriller']
m404,jaws3-d,1983,3.30,12839,['thriller']
m405,jaws:therevenge,1987,2.60,15727,['thriller']
m406,thejazzsinger,1927,6.80,3252,['drama''music''romance']
m407,jennifereight,1992,6.20,6224,['thriller''mystery']
m408,jerrymaguire,1996,7.30,79706,['comedy''drama''romance''sport']
m409,jurassicparkiii,2001,5.70,62564,['action''adventure''sci-fi''thriller']
m410,thelostworld:jurassicpark,1997,6.00,78169,['action''adventure''sci-fi''thriller''action''adventure''animation''horror''sci-fi''thriller']
m411,jurassicpark,1993,7.90,153737,['action''adventure''family''sci-fi''action''adventure''fantasy''sci-fi']
m412,freddyvs.jason,2003,5.80,39850,['horror''thriller']
m413,kafka,1991,6.90,4467,['comedy''drama''mystery''sci-fi''thriller']
m414,kingkong,2005,7.60,134187,['adventure''drama''romance']
m415,klute,1971,7.20,6901,['mystery''romance''thriller']
m416,kramervs.kramer,1979,7.70,25836,['drama']
m417,kundun,1997,7.10,10378,['biography''drama''history''war']
m418,lakeplacid,1999,5.40,19621,['action''comedy''horror''thriller']
m419,thesilenceofthelambs,1991,8.70,251237,['crime''thriller']
m420,lastofthemohicans,1977,7.30,71,['action''adventure''war']
m421,leviathan,1989,5.30,4751,['adventure''horror''mystery''sci-fi''thriller']
m422,lockstockandtwosmokingbarrels,1998,8.20,129117,['crime''thriller']
m423,lonestar,1996,7.60,14666,['drama''mystery''romance''western']
m424,lordofillusions,1995,5.60,5031,['fantasy''horror''mystery''thriller']
