u40,MUGGER,m2,15minutes,?,?
u41,NICOLETTE,m2,15minutes,f,5
u42,OLEG,m2,15minutes,m,7
u43,ROBERTHAWKINS,m2,15minutes,?,?
u44,ROSE,m2,15minutes,?,?
u45,SECONDARYOFFICER,m2,15minutes,?,?
u46,STEPHENGELLER,m2,15minutes,?,?
u47,TOMMY,m2,15minutes,?,?
u48,VENDOR,m2,15minutes,?,?
u49,B20,m3,2001:aspaceodyssey,?,?
u50,BOWMAN,m3,2001:aspaceodyssey,m,1
u51,C12,m3,2001:aspaceodyssey,?,?
u52,CHILD,m3,2001:aspaceodyssey,?,?
u53,CO-PILOT,m3,2001:aspaceodyssey,?,?
u54,ELENA,m3,2001:aspaceodyssey,?,?
u55,FLOYD,m3,2001:aspaceodyssey,?,?
u56,HAL,m3,2001:aspaceodyssey,m,7
u57,MICHAELS,m3,2001:aspaceodyssey,?,?
u58,MILLER,m3,2001:aspaceodyssey,?,?
u59,PILOT,m3,2001:aspaceodyssey,?,?
u60,POOLE,m3,2001:aspaceodyssey,m,2
u61,SMYSLOV,m3,2001:aspaceodyssey,?,?
u62,ATTENDANT,m4,48hrs.,?,?
u63,BARTENDER,m4,48hrs.,?,?
u64,BILLY,m4,48hrs.,?,?
u65,CANDY,m4,48hrs.,?,?
u66,CASEY,m4,48hrs.,?,?
u67,CATES,m4,48hrs.,m,1
u68,ELAINE,m4,48hrs.,f,3
u69,GANZ,m4,48hrs.,?,?
u70,HADEN,m4,48hrs.,?,?
u71,HAMMOND,m4,48hrs.,m,2
u72,HENRY,m4,48hrs.,?,?
u73,KEHOE,m4,48hrs.,?,?
u74,LISA,m4,48hrs.,?,?
u75,LUTHER,m4,48hrs.,?,?
u76,SOSNA,m4,48hrs.,?,?
u77,YOUNGCOP,m4,48hrs.,?,?
u78,CORNELIUS,m5,thefifthelement,m,3
u79,DAVID,m5,thefifthelement,?,?
u80,DIVA,m5,thefifthelement,?,?
u81,FINGER,m5,thefifthelement,?,?
u82,GIRL,m5,thefifthelement,?,?
u83,KOMMANDER,m5,thefifthelement,?,?
u84,KORBEN,m5,thefifthelement,m,1
u85,LEELOO,m5,thefifthelement,f,4
u86,LOCRHOD,m5,thefifthelement,?,?
u87,MACTILBURGH,m5,thefifthelement,?,?
u88,MOTHER,m5,thefifthelement,?,?
u89,MUGGER,m5,thefifthelement,?,?
u90,MUNRO,m5,thefifthelement,?,?
u91,PRESIDENT,m5,thefifthelement,?,?
u92,PRIEST,m5,thefifthelement,?,?
u93,PROFESSOR,m5,thefifthelement,?,?
u94,SECRETARY,m5,thefifthelement,?,?
u95,SHADOW,m5,thefifthelement,?,?
u96,STAEDERT,m5,thefifthelement,?,?
u97,THAI,m5,thefifthelement,?,?
u98,VOICE,m5,thefifthelement,?,?
u99,ZORG,m5,thefifthelement,?,?
u100,AMY,m6,8mm,f,7
u101,ANGRYDEALER,m6,8mm,?,?
u102,DINO,m6,8mm,?,?
u103,DINOVELVET,m6,8mm,m,4
u104,DIRECTOR,m6,8mm,?,?
u105,EDDIE,m6,8mm,m,3
u106,LONGDALE,m6,8mm,m,5
u107,MALEVOICE,m6,8mm,?,?
u108,MAX,m6,8mm,m,2
u109,MRSCHRISTIAN,m6,8mm,M,?
u110,MRSMATHEWS,m6,8mm,M,?
u111,NUN,m6,8mm,?,?
u112,POLITICIAN,m6,8mm,?,?
u113,SALESPERSON,m6,8mm,?,?
u114,WELLES,m6,8mm,m,1
u115,ALICE,m7,anightmareonelmstreet4:thedreammaster,f,1
u116,DAN,m7,anightmareonelmstreet4:thedreammaster,m,3
u117,DEBBIE,m7,anightmareonelmstreet4:thedreammaster,?,?
u118,ELAINE,m7,anightmareonelmstreet4:thedreammaster,?,?
u119,KRISTEN,m7,anightmareonelmstreet4:thedreammaster,?,?
u120,NURSE,m7,anightmareonelmstreet4:thedreammaster,?,?
u121,RICK,m7,anightmareonelmstreet4:thedreammaster,?,?
u122,SHEILA,m7,anightmareonelmstreet4:thedreammaster,?,?
u123,ALICE,m8,anightmareonelmstreet:thedreamchild,f,2
u124,ALICE'SDAD,m8,anightmareonelmstreet:thedreamchild,?,?
u125,DAN,m8,anightmareonelmstreet:thedreamchild,?,?
u126,GRETA,m8,anightmareonelmstreet:thedreamchild,?,?
u127,JACOB,m8,anightmareonelmstreet:thedreamchild,?,?
u128,MARK,m8,anightmareonelmstreet:thedreamchild,m,7
u129,MRS.JORDAN,m8,anightmareonelmstreet:thedreamchild,?,?
u130,YVONNE,m8,anightmareonelmstreet:thedreamchild,f,3
u131,CARL,m9,theatomicsubmarine,m,3
u132,DAVE,m9,theatomicsubmarine,m,?
u133,GRIFF,m9,theatomicsubmarine,?,?
u134,KENT,m9,theatomicsubmarine,?,?
u135,REEF,m9,theatomicsubmarine,m,1
u136,SAUCERVOICE,m9,theatomicsubmarine,?,?
u137,SIRIAN,m9,theatomicsubmarine,?,?
u138,WENDOVER,m9,theatomicsubmarine,?,?
u139,ALMA,m10,affliction,f,7
u140,CHICK,m10,affliction,?,?
u141,HAND,m10,affliction,?,?
u142,JACK,m10,affliction,m,4
u143,JILL,m10,affliction,f,2
u144,LARIVIERE,m10,affliction,m,3
u145,LILLIAN,m10,affliction,?,?
u146,LUGENE,m10,affliction,?,?
u147,MARGIE,m10,affliction,f,11
u148,MELGORDON,m10,affliction,?,?
u149,MRS.GORDON,m10,affliction,?,?
u150,NICK,m10,affliction,?,?
u151,POP,m10,affliction,?,?
u152,ROLFE,m10,affliction,m,21
u153,TWOMBLEY,m10,affliction,m,13
u154,WADE,m10,affliction,m,1
u155,ALICE,m11,airforceone,?,?
u156,CERALLOS,m11,airforceone,?,?
u157,CHIEFMECHANIC,m11,airforceone,?,?
u158,COL.CARLTON,m11,airforceone,?,?
u159,DEAN,m11,airforceone,?,?
u160,DOHERTY,m11,airforceone,?,?
u161,GENERALNORTHWOOD,m11,airforceone,?,?
u162,GIBBS,m11,airforceone,?,?
u163,IRAQISOLDIER,m11,airforceone,?,?
u164,KC-135PILOT,m11,airforceone,?,?
u165,KC-LOPILOT,m11,airforceone,?,?
u166,KORSHUNOV,m11,airforceone,?,?
u167,LEE,m11,airforceone,?,?
u168,MAJORCALDWELL,m11,airforceone,?,?
u169,MARSHALL,m11,airforceone,m,1
u170,MITCHELL,m11,airforceone,?,?
u171,ROSE,m11,airforceone,?,?
u172,SECRETSERVICEAGENT,m11,airforceone,?,?
u173,SECRETARY,m11,airforceone,?,?
u174,SHEPHERD,m11,airforceone,m,6
u175,SWITCHBOARD,m11,airforceone,?,?
u176,TOWER,m11,airforceone,?,?
u177,V.P.CHANDLER,m11,airforceone,?,?
u178,COMMISSIONER,m12,airplaneii:thesequel,?,?
u179,DUNN,m12,airplaneii:thesequel,?,?
u180,ELAINE,m12,airplaneii:thesequel,f,2
u181,JIMMY,m12,airplaneii:thesequel,?,?
u182,JOE,m12,airplaneii:thesequel,?,?
u183,JOHN,m12,airplaneii:thesequel,?,?
u184,KRUGER,m12,airplaneii:thesequel,?,?
u185,MARY,m12,airplaneii:thesequel,?,?
u186,OVEUR,m12,airplaneii:thesequel,?,?
u187,PORTER,m12,airplaneii:thesequel,?,?
u188,RECEPTIONIST,m12,airplaneii:thesequel,?,?
u189,ROK,m12,airplaneii:thesequel,?,?
u190,RUMACK,m12,airplaneii:thesequel,?,?
u191,SIMON,m12,airplaneii:thesequel,m,4
u192,STELLA,m12,airplaneii:thesequel,?,?
u193,TED,m12,airplaneii:thesequel,m,1
u194,WIFE,m12,airplaneii:thesequel,?,?
u195,BERNICE,m13,airplane!,?,?
u196,CAREY,m13,airplane!,?,?
u197,DR.RUMACK,m13,airplane!,?,?
u198,ELAINE,m13,airplane!,f,4
u199,GIRL,m13,airplane!,?,?
u200,GUNDERSON,m13,airplane!,?,?
u201,JACK,m13,airplane!,?,?
u202,JOEY,m13,airplane!,?,?
u203,KRAMER,m13,airplane!,?,?
u204,LISA,m13,airplane!,?,?
u205,MILTON,m13,airplane!,?,?
u206,MRS.HAMMEN,m13,airplane!,?,?
u207,MRS.KRAMER,m13,airplane!,?,?
u208,MURDOCK,m13,airplane!,?,?
u209,OVEUR,m13,airplane!,?,?
u210,RANDY,m13,airplane!,?,?
u211,SHIRLEY,m13,airplane!,?,?
u212,SISTERANGELINA,m13,airplane!,?,?
u213,SOLDIER,m13,airplane!,?,?
u214,STRIKER,m13,airplane!,m,5
u215,CASSANDRA,m14,aliennation,?,?
u216,FEDORCHUK,m14,aliennation,?,?
u217,HARCOURT,m14,aliennation,?,?
u218,JETSON,m14,aliennation,M,?
u219,KIPLING,m14,aliennation,?,?
u220,MAFFET,m14,aliennation,?,?
u221,O'NEAL,m14,aliennation,?,?
u222,OPERATOR,m14,aliennation,?,?
u223,PORTER,m14,aliennation,?,?
u224,SYKES,m14,aliennation,m,1
u225,TUGGLE,m14,aliennation,?,?
u226,WARNER,m14,aliennation,?,?
u227,WINTER,m14,aliennation,?,?
u228,APONE,m15,aliens,?,?
u229,BISHOP,m15,aliens,m,4
u230,BURKE,m15,aliens,m,5
u231,GORMAN,m15,aliens,?,?
u232,HICKS,m15,aliens,m,3
u233,HUDSON,m15,aliens,?,?
u234,LYDECKER,m15,aliens,?,?
u235,MED-TECH,m15,aliens,?,?
u236,NEWT,m15,aliens,f,2
u237,RIPLEY,m15,aliens,f,1
u238,SIMPSON,m15,aliens,?,?
u239,VANLEUWEN,m15,aliens,?,?
u240,VASQUEZ,m15,aliens,?,?
u241,ALLEGRO,m16,amadeus,?,?
u242,ANDANTE,m16,amadeus,?,?
u243,ARCO,m16,amadeus,?,?
u244,CAVALIERI,m16,amadeus,f,6
u245,COLLOREDO,m16,amadeus,?,?
u246,COMMENDATORE,m16,amadeus,?,?
u247,CONSTANZE,m16,amadeus,f,3
u248,FIRSTLADY,m16,amadeus,?,?
u249,FLUNKY,m16,amadeus,?,?
u250,FRAUSCHLUMBERG,m16,amadeus,?,?
u251,JOSEPH,m16,amadeus,m,7
u252,LEOPOLD,m16,amadeus,m,5
u253,LORL,m16,amadeus,f,22
u254,MADAMEWEBER,m16,amadeus,?,?
u255,MOZART,m16,amadeus,m,2
u256,OFFICER,m16,amadeus,?,?
u257,OLDSALIERI,m16,amadeus,m,?
u258,ORSINI-ROSENBERG,m16,amadeus,?,?
u259,PAPAGENO,m16,amadeus,?,?
u260,SALIERI,m16,amadeus,m,1
u261,SCHIKANEDER,m16,amadeus,m,4
u262,SCHLUMBERG,m16,amadeus,?,?
u263,SECONDLADY,m16,amadeus,?,?
u264,SERVANT,m16,amadeus,?,?
u265,UGLYOLDWOMAN,m16,amadeus,?,?
u266,VOGLER,m16,amadeus,m,16
u267,VONSTRACK,m16,amadeus,?,?
u268,VONSWIETEN,m16,amadeus,?,?
u269,ALEX,m17,anamericanwerewolfinlondon,f,2
u270,BENJAMIN,m17,anamericanwerewolfinlondon,?,?
u271,BOBBIE,m17,anamericanwerewolfinlondon,?,?
u272,BRINGSLY,m17,anamericanwerewolfinlondon,?,?
u273,CHESSPLAYER,m17,anamericanwerewolfinlondon,?,?
u274,DAVID,m17,anamericanwerewolfinlondon,m,1
u275,DR.HIRSCH,m17,anamericanwerewolfinlondon,M,?
u276,JACK,m17,anamericanwerewolfinlondon,m,3
u277,LT.VILLIERS,m17,anamericanwerewolfinlondon,?,?
u278,MISSGALLAGHER,m17,anamericanwerewolfinlondon,?,?
u279,MRS.HOBBS,m17,anamericanwerewolfinlondon,?,?
u280,ORDERLY,m17,anamericanwerewolfinlondon,?,?
u281,SECRETARY,m17,anamericanwerewolfinlondon,?,?
u282,SGT.MCMANUS,m17,anamericanwerewolfinlondon,?,?
u283,WOMAN,m17,anamericanwerewolfinlondon,?,?
u284,BILL,m18,americanmadness,?,?
u285,CHARLIE,m18,americanmadness,?,?
u286,CLARK,m18,americanmadness,m,1000
u287,CLUETT,m18,americanmadness,m,5
u288,DICKSON,m18,americanmadness,m,1
u289,DUDE,m18,americanmadness,?,?
u290,GARDINER,m18,americanmadness,?,?
u291,GUARD,m18,americanmadness,?,?
u292,HELEN,m18,americanmadness,f,4
u293,HELEN'SVOICE,m18,americanmadness,?,?
u294,INSPECTOR,m18,americanmadness,?,?
u295,JANITOR,m18,americanmadness,?,?
u296,LADY,m18,americanmadness,?,?
u297,MATT,m18,americanmadness,m,2
u298,MIKE,m18,americanmadness,?,?
u299,MRS.DICKSON,m18,americanmadness,f,3
u300,MRS.HALLIGAN,m18,americanmadness,?,?
u301,MRS.PEMBROKE,m18,americanmadness,?,?
u302,O'BRIEN,m18,americanmadness,?,?
u303,OSCAR,m18,americanmadness,?,?
u304,SAMPSON,m18,americanmadness,?,?
u305,TELLER,m18,americanmadness,?,?
u306,BOB,m19,americanoutlaws,m,9
u307,BURLYDETECTIVE,m19,americanoutlaws,?,?
u308,COLE,m19,americanoutlaws,m,2
u309,COMANCHETOM,m19,americanoutlaws,?,?
u310,DEPUTY,m19,americanoutlaws,?,?
u311,DOCMIMMS,m19,americanoutlaws,?,?
u312,FRANK,m19,americanoutlaws,m,4
u313,JESSE,m19,americanoutlaws,m,1
u314,JIM,m19,americanoutlaws,?,?
u315,JIMMY,m19,americanoutlaws,?,?
u316,LYLA,m19,americanoutlaws,?,?
u317,MA,m19,americanoutlaws,?,?
u318,MARSHALL,m19,americanoutlaws,?,?
u319,OLDMAN,m19,americanoutlaws,?,?
u320,PARKER,m19,americanoutlaws,m,11
u321,PASTOR,m19,americanoutlaws,?,?
u322,PINKERTON,m19,americanoutlaws,m,8
u323,RAINS,m19,americanoutlaws,m,6
u324,SHERRIFF,m19,americanoutlaws,?,?
u325,TELLER,m19,americanoutlaws,?,?
u326,ZEE,m19,americanoutlaws,f,3
u327,BATEMAN,m20,americanpsycho,m,1
u328,CARNES,m20,americanpsycho,?,?
u329,CARRUTHERS,m20,americanpsycho,?,?
u330,CHRISTIE,m20,americanpsycho,?,?
u331,COURTNEY,m20,americanpsycho,f,7
u332,DAISY,m20,americanpsycho,?,?
u333,ELIZABETH,m20,americanpsycho,f,12
u334,EVELYN,m20,americanpsycho,f,6
u335,HOMELESSMAN,m20,americanpsycho,m,?
u336,JEAN,m20,americanpsycho,f,5
u337,KIMBALL,m20,americanpsycho,m,10
u338,MAITRED',m20,americanpsycho,?,?
u339,MRS.WOLFE,m20,americanpsycho,?,?
u340,OWEN,m20,americanpsycho,?,?
u341,PRICE,m20,americanpsycho,?,?
u342,VANPATTEN,m20,americanpsycho,?,?
u343,VICTORIA,m20,americanpsycho,?,?
u344,ALICE,m21,antitrust,f,3
u345,BARTON,m21,antitrust,?,?
u346,BRIAN,m21,antitrust,?,?
u347,CYBERPUNDIT,m21,antitrust,?,?
u348,DANNY,m21,antitrust,?,?
u349,GARY,m21,antitrust,m,4
u350,LARRY,m21,antitrust,?,?
u351,LARRYKING,m21,antitrust,?,?
u352,LEN,m21,antitrust,?,?
u353,LISA,m21,antitrust,f,2
u354,MILO,m21,antitrust,m,1
u355,PHIL,m21,antitrust,?,?
u356,RANDY,m21,antitrust,?,?
u357,REDMOND,m21,antitrust,?,?
u358,SHROT,m21,antitrust,?,?
u359,TEDDY,m21,antitrust,?,?
u360,ALOTTA,m22,austinpowers:internationalmanofmystery,f,7
u361,ANDYWARHOL,m22,austinpowers:internationalmanofmystery,?,?
u362,AUSTIN,m22,austinpowers:internationalmanofmystery,m,1
u363,BASILEXPOSITION,m22,austinpowers:internationalmanofmystery,m,3
u364,CLERK,m22,austinpowers:internationalmanofmystery,?,?
u365,COMMANDERGILMOUR,m22,austinpowers:internationalmanofmystery,?,?
u366,DESTRUCTACON,m22,austinpowers:internationalmanofmystery,?,?
u367,DR.EVIL,m22,austinpowers:internationalmanofmystery,m,1
u368,FRAUFARBISSINA,m22,austinpowers:internationalmanofmystery,?,?
u369,GUARD,m22,austinpowers:internationalmanofmystery,?,?
u370,MICKJAGGER,m22,austinpowers:internationalmanofmystery,?,?
u371,MRS.KENSINGTON,m22,austinpowers:internationalmanofmystery,?,?
u372,MUSTAFA,m22,austinpowers:internationalmanofmystery,?,?
u373,NUMBERTWO,m22,austinpowers:internationalmanofmystery,?,?
u374,RADAROPERATOR,m22,austinpowers:internationalmanofmystery,?,?
u375,SCOTTEVIL,m22,austinpowers:internationalmanofmystery,m,6
u376,THERAPIST,m22,austinpowers:internationalmanofmystery,?,?
u377,VANESSA,m22,austinpowers:internationalmanofmystery,f,2
u378,BAILEY,m23,theavengers,?,?
u379,DR.DARLING,m23,theavengers,?,?
u380,EMMA,m23,theavengers,f,2
u381,FATHER,m23,theavengers,?,?
u382,INVISIBLEJONES,m23,theavengers,m,4
u383,MOTHER,m23,theavengers,m,5
u384,OLDLADY,m23,theavengers,?,?
u385,PORTER,m23,theavengers,?,?
u386,SIRAUGUST,m23,theavengers,?,?
u387,STEED,m23,theavengers,m,1
u388,VALENTINE,m23,theavengers,f,?
u389,VOICE,m23,theavengers,?,?
u390,BOBBIE,m24,bachelorparty,?,?
u391,CHULO,m24,bachelorparty,?,?
u392,COLE,m24,bachelorparty,m,6
u393,DEBBIE,m24,bachelorparty,f,2
u394,EXECUTIVE,m24,bachelorparty,?,?
u395,GARY,m24,bachelorparty,?,?
u396,ILENE,m24,bachelorparty,?,?
u397,JUMBO,m24,bachelorparty,?,?
u398,LARRY,m24,bachelorparty,?,?
u399,MANAGER,m24,bachelorparty,?,?
u400,MR.T,m24,bachelorparty,?,?
u401,MR.THOMERSON,m24,bachelorparty,?,?
u402,MRS.THOMERSON,m24,bachelorparty,?,?
u403,O'NEILL,m24,bachelorparty,m,3
u404,PHOEBE,m24,bachelorparty,?,?
u405,RAJAH,m24,bachelorparty,?,?
u406,RICK,m24,bachelorparty,m,1
u407,RYKO,m24,bachelorparty,?,?
u408,SISTERMARYFRANCIS,m24,bachelorparty,?,?
u409,STAN,m24,bachelorparty,?,?
u410,WOMAN,m24,bachelorparty,?,?
u411,AXE,m25,backdraft,?,?
u412,BRIAN,m25,backdraft,m,2
u413,CHIEFFITZGERALD,m25,backdraft,?,?
u414,DENNIS,m25,backdraft,?,?
u415,GRINDLE,m25,backdraft,?,?
u416,HELEN,m25,backdraft,f,7
u417,JENNIFER,m25,backdraft,f,5
u418,RICCO,m25,backdraft,?,?
u419,RONALD,m25,backdraft,?,?
u420,SHADOW,m25,backdraft,m,3
u421,STEPHEN,m25,backdraft,m,1
u422,SWAYZAK,m25,backdraft,?,?
u423,TIM,m25,backdraft,?,?
u424,WILLY,m25,backdraft,?,?
u425,ARIANE,m26,badlieutenant,f,5
u426,ELDERLYBLACKWOMAN,m26,badlieutenant,?,?
u427,FENCE,m26,badlieutenant,?,?
u428,JC,m26,badlieutenant,?,?
u429,JESUS,m26,badlieutenant,?,?
u430,LARGE,m26,badlieutenant,?,?
u431,LITE,m26,badlieutenant,m,14
u432,LT,m26,badlieutenant,m,?
u433,NUN,m26,badlieutenant,?,?
u434,PRIEST,m26,badlieutenant,?,?
u435,1/16THBLACK,m27,bamboozled,?,?
u436,AUDIENCE,m27,bamboozled,?,?
u437,BIGBLACK,m27,bamboozled,?,?
u438,CHEEBA,m27,bamboozled,?,?
u439,DELACROIX,m27,bamboozled,m,1
u440,DOT,m27,bamboozled,?,?
u441,DUNWITTY,m27,bamboozled,m,5
u442,GARYBYRD,m27,bamboozled,?,?
u443,HONEYCUTT,m27,bamboozled,?,?
u444,JUKKA,m27,bamboozled,?,?
u445,JUNEBUG,m27,bamboozled,m,7
u446,MANRAY,m27,bamboozled,?,?
u447,MANTAN,m27,bamboozled,m,2
u448,MONA,m27,bamboozled,?,?
u449,MYRNA,m27,bamboozled,?,?
u450,ORCHID,m27,bamboozled,f,10
u451,SLEEP'NEAT,m27,bamboozled,M,?
u452,SLOAN,m27,bamboozled,f,3
u453,TAVISSMILEY,m27,bamboozled,?,?
u454,ARMEDGENTLEMAN,m28,barrylyndon,?,?
u455,CAPTAINBEST,m28,barrylyndon,?,?
u456,CAPTAINGALGENSTEIN,m28,barrylyndon,m,?
u457,CAPTAINGROGAN,m28,barrylyndon,m,13
u458,CAPTAINO'REILLY,m28,barrylyndon,?,?
u459,CHEVALIER,m28,barrylyndon,m,3
u460,COUNT,m28,barrylyndon,?,?
u461,COUNTESS,m28,barrylyndon,F,?
u462,DOROTHY,m28,barrylyndon,?,?
u463,HARRY,m28,barrylyndon,?,?
u464,HENRI,m28,barrylyndon,?,?
u465,LORDWEST,m28,barrylyndon,?,?
u466,MICHAEL,m28,barrylyndon,?,?
u467,MINISTERGALGENSTEIN,m28,barrylyndon,?,?
u468,MRS.O'REILLY,m28,barrylyndon,?,?
u469,NEWCOMBE,m28,barrylyndon,?,?
u470,PATRICK,m28,barrylyndon,?,?
u471,PRINCE,m28,barrylyndon,?,?
u472,PRUSSIANOFFICER,m28,barrylyndon,?,?
u473,RODERICK,m28,barrylyndon,M,?
u474,SIRWILLIAM,m28,barrylyndon,?,?
u475,VALDEZ,m28,barrylyndon,?,?
u476,BARTENDER,m29,basic,?,?
u477,CHILDS,m29,basic,?,?
u478,DUNBAR,m29,basic,m,6
u479,HARDY,m29,basic,m,1
u480,KENDALL,m29,basic,m,5
u481,MUELLER,m29,basic,?,?
u482,OSBORNE,m29,basic,f,2
u483,PIKE,m29,basic,m,7
u484,SERGEANT,m29,basic,?,?
u485,STYLES,m29,basic,m,4
u486,THECADETS,m29,basic,?,?
u487,WEST,m29,basic,?,?
u488,AMOS,m30,bigfish,m,16
u489,BEAMEN,m30,bigfish,?,?
u490,DONPRICE,m30,bigfish,?,?
u491,DR.BENNETT,m30,bigfish,?,?
u492,EDWARD,m30,bigfish,M,?
u493,JENNY,m30,bigfish,f,5
u494,JOSEPHINE,m30,bigfish,f,8
u495,KARL,m30,bigfish,?,?
u496,NORTHERWINSLOW,m30,bigfish,?,?
u497,SANDRA,m30,bigfish,f,4
u498,WILL,m30,bigfish,m,3
u499,ALEXEI,m31,birthdaygirl,?,?
u500,BRANCHMANAGER,m31,birthdaygirl,?,?
u501,JOHN,m31,birthdaygirl,m,2
u502,NADIA,m31,birthdaygirl,f,1
u503,OFFICIAL,m31,birthdaygirl,?,?
u504,YURI,m31,birthdaygirl,m,4
u505,ANGELA,m32,blacksnakemoan,f,4
u506,BOJO,m32,blacksnakemoan,?,?
u507,BRYAN,m32,blacksnakemoan,?,?
u508,ELLAMAE,m32,blacksnakemoan,?,?
u509,GILL,m32,blacksnakemoan,m,7
u510,JESSE,m32,blacksnakemoan,?,?
u511,LAZARUS,m32,blacksnakemoan,m,1
u512,LINCOLN,m32,blacksnakemoan,?,?
u513,MAYELLA,m32,blacksnakemoan,?,?
u514,R.L.,m32,blacksnakemoan,M,?
u515,RAE,m32,blacksnakemoan,f,2
u516,RONNIE,m32,blacksnakemoan,m,3
u517,ROSE,m32,blacksnakemoan,f,8
u518,SANDY,m32,blacksnakemoan,?,?
u519,TEHRONNE,m32,blacksnakemoan,m,6
u520,CHARLIE,m33,blackrain,m,2
u521,CONNIE,m33,blackrain,?,?
u522,ICH,m33,blackrain,?,?
u523,JOYCE,m33,blackrain,f,4
u524,KOBO,m33,blackrain,?,?
u525,NICK,m33,blackrain,m,1
u526,OHASHI,m33,blackrain,m,6
u527,OLIVER,m33,blackrain,?,?
u528,SUGAI,m33,blackrain,?,?
u529,BATTY,m34,bladerunner,m,2
u530,BRYANT,m34,bladerunner,?,?
u531,CHEW,m34,bladerunner,?,?
u532,DECKARD,m34,bladerunner,m,1
u533,DECKARD'SVOICE,m34,bladerunner,?,?
u534,ESPER,m34,bladerunner,?,?
u535,GAFF,m34,bladerunner,?,?
u536,HOLDEN,m34,bladerunner,?,?
u537,LEON,m34,bladerunner,?,?
u538,MARY,m34,bladerunner,?,?
u539,PRIS,m34,bladerunner,f,6
u540,RACHAEL,m34,bladerunner,f,3
u541,SALOME,m34,bladerunner,?,?
u542,SEBASTIAN,m34,bladerunner,m,7
u543,TAFFEY,m34,bladerunner,?,?
u544,TYRELL,m34,bladerunner,?,?
u545,VOICE,m34,bladerunner,?,?
u546,WHEELER,m34,bladerunner,?,?
u547,ADAM,m35,blastfromthepast,m,1
u548,ARON,m35,blastfromthepast,?,?
u549,ATKINSON,m35,blastfromthepast,?,?
u550,BELLBOY,m35,blastfromthepast,?,?
u551,BUTCHER,m35,blastfromthepast,?,?
u552,BYSTANDER#1,m35,blastfromthepast,?,?
u553,CALVIN,m35,blastfromthepast,m,3
u554,CLERK,m35,blastfromthepast,?,?
u555,CLIFF,m35,blastfromthepast,?,?
u556,EVE,m35,blastfromthepast,f,2
u557,HELEN,m35,blastfromthepast,f,4
u558,JERRY,m35,blastfromthepast,?,?
u559,LEVY,m35,blastfromthepast,?,?
u560,MISSSWEET,m35,blastfromthepast,?,?
u561,MOM,m35,blastfromthepast,?,?
u562,PILOT,m35,blastfromthepast,?,?
u563,POSTALWORKER,m35,blastfromthepast,?,?
u564,SODAJERK,m35,blastfromthepast,?,?
u565,STREETWALKER,m35,blastfromthepast,?,?
u566,TOWER,m35,blastfromthepast,?,?
u567,TROY,m35,blastfromthepast,m,5
u568,AUNTBARBARA,m36,bluevelvet,?,?
u569,BEN,m36,bluevelvet,?,?
u570,DETECTIVEWILLIAMS,m36,bluevelvet,m,7
u571,DOROTHY,m36,bluevelvet,f,1
u572,F.B.I.MAN,m36,bluevelvet,?,?
u573,FRANK,m36,bluevelvet,?,?
u574,JEFFREY,m36,bluevelvet,m,2
u575,MIKE,m36,bluevelvet,?,?
u576,MR.BEAUMONT,m36,bluevelvet,?,?
u577,MRS.BEAUMONT,m36,bluevelvet,?,?
u578,MRS.WILLIAMS,m36,bluevelvet,?,?
u579,RAYMOND,m36,bluevelvet,?,?
u580,SANDY,m36,bluevelvet,f,4
