,MovieID,Year,IMDB rating,Genres
84,m84,1971,8.1,['comedy''romance']
85,m85,1988,6.2,['drama''horror''thriller']
86,m86,2004,6.8,['action''adventure''fantasy']
87,m87,1987,7.0,['horror']
88,m88,2000,7.6,['comedy''drama''music''romance']
89,m89,1986,7.2,['action''fantasy']
90,m90,1940,8.1,['comedy''drama''romance']
91,m91,1987,7.4,['drama''war']
92,m92,2003,5.6,['horror']
93,m93,2001,6.3,['comedy''drama']
94,m94,1961,8.2,['drama''romance''sport']
95,m95,2007,7.1,['drama''sci-fi''thriller']
96,m96,1953,6.4,['horror''sci-fi']
97,m97,1996,6.6,['action''adventure''sci-fi''thriller']
98,m98,1989,8.3,['action''adventure''thriller''action''adventure''fantasy']
99,m99,1984,7.5,['action''adventure']
100,m100,1987,6.5,['action''adventure''comedy''crime''sci-fi']
101,m101,1999,8.0,['biography''drama''thriller']
102,m102,2003,6.4,['comedy''romance''crime']
103,m103,1934,8.3,['comedy''romance']
104,m104,1991,8.0,['biography''drama''history''mystery''thriller']
105,m105,1997,7.6,['crime''drama''thriller']
106,m106,1990/I,7.5,['drama''mystery''thriller']
107,m107,2001,4.4,['horror''sci-fi']
108,m108,1975,8.3,['thriller']
109,m109,2007,7.9,['comedy''drama']
110,m110,1993,6.7,['crime''drama''thriller']
111,m111,1995,6.8,['crime''drama']
112,m112,1992,5.8,['mystery''thriller']
113,m113,1983,5.9,['fantasy''action''adventure''sci-fi']
114,m114,1994,8.6,['crime''drama''thriller']
115,m115,1998,4.5,[]
116,m116,1995,7.6,['drama''romance']
117,m117,2001,6.2,['comedy']
118,m118,1985,6.2,['fantasy''adventure''romance']
119,m119,2001,7.5,['drama''romance']
120,m120,2003,7.3,['drama''crime''thriller']
121,m121,2000,5.0,['fantasy''comedy''romance''animation''comedy''fantasy''horror']
122,m122,1976,6.7,['action''sci-fi']
123,m123,1997,7.6,['drama''horror''mystery''thriller']
124,m124,1937,7.8,['adventure''drama''fantasy''mystery']
125,m125,1997,7.0,['action''adventure''comedy''sci-fi']
126,m126,2002,7.7,['action''crime''mystery''sci-fi''thriller''action''animation''drama''mystery''sci-fi''thriller']
127,m127,2001,6.4,['comedy''crime''drama''thriller']
128,m128,1992,7.7,['biography''drama''history']
129,m129,2004,7.7,['action''crime''drama''thriller']
130,m130,1955,7.7,['drama''romance']
131,m131,1970,7.8,['comedy''war''drama']
132,m132,1941,7.7,['comedy''drama''romance']
133,m133,1997,5.3,['action''comedy''crime''drama''thriller']
134,m134,1927,8.4,['adventure''drama''sci-fi']
135,m135,1994,8.2,['action''family']
136,m136,1991,5.5,['crime''drama']
137,m137,2001,4.5,['animation''comedy''fantasy''romance']
138,m138,1998,6.7,['short']
139,m139,1939,8.4,['drama']
140,m140,1936,8.0,['comedy''romance']
141,m141,1999,6.8,['comedy''drama']
142,m142,1999,6.9,['action''adventure''fantasy']
143,m143,1999,5.9,['action''comedy''fantasy']
144,m144,1995,5.5,['family''adventure']
145,m145,2000,5.4,['comedy']
146,m146,1995,6.2,['crime''drama''thriller']
147,m147,1955,8.2,['drama''film-noir''thriller']
148,m148,1984,7.4,['horror']
149,m149,1939,7.9,['comedy''romance']
150,m150,1995,7.1,['biography''drama']
151,m151,2007,8.3,['crime''drama''mystery''thriller''western']
152,m152,2000,6.4,['comedy''crime''romance''thriller']
153,m153,2000,7.8,['comedy''adventure''crime''music']
154,m154,1982,6.8,['drama''romance']
155,m155,2002,6.9,['thriller']
156,m156,1995/I,5.9,['drama']
157,m157,2000,6.9,['action''drama''war']
158,m158,1989,6.3,['drama''fantasy''horror''mystery''thriller']
159,m159,2003,7.2,['adventure''fantasy''horror']
160,m160,1999,6.7,['drama']
161,m161,1931,6.9,['comedy''romance']
162,m162,1998,7.5,['comedy''drama''fantasy']
163,m163,2002,7.4,['comedy''drama''romance']
164,m164,2000,7.3,['biography''drama''history''romance']
165,m165,1999,7.1,['biography''drama']
166,m166,1980,8.4,['biography''drama''sport']
167,m167,1954,8.7,['crime''mystery''romance''thriller']
168,m168,1955,7.9,['drama''romance']
169,m169,2000,5.5,['action''crime''drama''thriller']
170,m170,1992,8.4,['crime''mystery''thriller']
171,m171,1949,6.9,['action''drama''romance''western']
172,m172,2001,4.7,['comedy']
173,m173,1994,6.4,['comedy''thriller']
174,m174,1943,6.9,['drama''horror''thriller']
175,m175,1989,7.1,['drama']
176,m176,1975,6.5,['horror''sci-fi']
177,m177,1981,5.4,['comedy''musical']
178,m178,2004,7.8,['comedy''drama''romance']
179,m179,2002,6.9,['drama''mystery''sci-fi''thriller']
180,m180,1985,7.0,['action''western']
181,m181,2010,8.3,['short''drama''horror''thriller']
182,m182,1999,8.2,['drama''mystery''thriller']
183,m183,2002,4.2,['comedy''horror''thriller']
184,m184,2006,6.6,['comedy''horror''sci-fi']
185,m185,1977,6.6,['action''comedy''crime''romance']
186,m186,2006,6.6,['action''crime''drama''thriller']
187,m187,2002,6.2,['drama''mystery''romance''sci-fi']
188,m188,1987,6.1,['action''crime''drama''romance''thriller']
189,m189,2002,7.4,['action''adventure''fantasy''sci-fi''action''adventure''sci-fi''thriller']
190,m190,1953,8.2,['drama''war']
191,m191,1994,6.5,['action''mystery''sci-fi''thriller']
192,m192,1984,6.5,['action''adventure''sci-fi''thriller']
193,m193,1982,7.8,['action''adventure''sci-fi''thriller']
194,m194,1986,7.3,['adventure''comedy''sci-fi']
195,m195,1998,6.3,['action''adventure''sci-fi''thriller']
196,m196,1996,7.6,['action''adventure''sci-fi''thriller']
197,m197,1991,7.2,['action''mystery''sci-fi''thriller']
198,m198,2002,6.4,['action''sci-fi''thriller']
199,m199,1984,6.9,['adventure''drama''romance''sci-fi']
200,m200,1995,7.1,['action''crime''drama''fantasy''music''mystery''sci-fi''thriller']
201,m201,2004,5.8,['crime''horror''sci-fi''thriller']
202,m202,1996,7.6,['comedy''drama']
203,m203,1972,9.2,['crime''drama''thriller']
204,m204,1999,7.2,['crime''drama''thriller']
205,m205,1976,8.6,['drama''thriller']
206,m206,1996,7.3,['action''adventure''thriller']
207,m207,2001,6.8,['drama''romance']
208,m208,1963,7.9,['horror''romance''thriller']
209,m209,1945,7.4,['drama''horror''thriller']
210,m210,2000,4.7,['action''crime''fantasy''mystery''thriller']
211,m211,2008,5.5,['drama''sci-fi''thriller']
212,m212,1987,7.0,['comedy''fantasy''horror''thriller']
213,m213,1982,8.2,['horror''mystery''sci-fi''thriller']
214,m214,2002,5.7,['sci-fi''adventure''action']
215,m215,2005,7.1,['drama''fantasy''mystery''sci-fi''thriller']
216,m216,1991,7.3,['crime''drama''thriller']
217,m217,1998,7.2,['comedy''romance']
218,m218,2000,7.3,['drama''history''thriller']
219,m219,1992,6.6,['crime''mystery''thriller''western']
220,m220,1986,6.5,['action''drama''romance']
221,m221,1990,7.4,['action''adventure''sci-fi''thriller']
222,m222,1990,7.1,['action''comedy''horror''thriller']
223,m223,1989,6.7,['drama''crime']
224,m224,1992,7.0,['drama''horror''mystery''thriller']
225,m225,1982,7.7,['drama']
226,m226,1953,7.1,['action''horror''sci-fi''thriller']
227,m227,1994,6.3,['fantasy''horror''mystery''thriller']
228,m228,1996,6.4,['adventure''drama']
229,m229,1990,7.2,['crime''romance''thriller']
230,m230,2000,7.5,['drama''comedy']
231,m231,2004,7.4,['drama']
232,m232,1989,7.6,['action''adventure''drama''sci-fi''thriller']
233,m233,1960,7.9,['drama''mystery']
234,m234,1985,6.5,['drama''mystery''thriller']
235,m235,1964,7.6,['comedy''music']
236,m236,1979,8.5,['adventure''horror''sci-fi''thriller']
237,m237,1993,7.8,['action''adventure''sci-fi']
238,m238,1950,8.5,['drama']
239,m239,1976,8.0,['drama''history''thriller']
240,m240,1999,6.9,['comedy''romance']
241,m241,1997,4.9,['horror''romance''thriller''comedy']
242,m242,1997,6.6,['animation''adventure''drama''family''musical''animation''family']
243,m243,1977,8.3,['comedy''drama''romance']
244,m244,2001,6.2,['drama''comedy']
245,m245,1998,6.8,['animation''adventure''comedy''family']
246,m246,1960,8.4,['romance''comedy''drama']
247,m247,1979,8.6,['drama''war']
248,m248,1993,4.8,['action''thriller']
249,m249,1997,7.8,['comedy''drama''romance']
250,m250,1995,6.0,['action''thriller''crime']
251,m251,2005,6.1,['drama''romance''thriller']
252,m252,2002,7.1,['drama''romance']
253,m253,1985,8.4,['adventure''family''sci-fi']
254,m254,1973,7.9,['crime''drama''romance''thriller']
255,m255,1984,6.0,['adventure''romance''comedy''sci-fi']
256,m256,1991,7.8,['drama''mystery''thriller']
257,m257,1992,6.9,['mystery''romance''thriller']
258,m258,1996,6.7,['biography''drama']
259,m259,1992,6.9,['action''crime''fantasy''thriller''animation''crime''fantasy''action''thriller']
260,m260,1949,6.5,['action''adventure''crime''drama''sci-fi']
261,m261,1995,5.4,['action''crime''fantasy''thriller']
262,m262,1989,7.6,['crime''drama''thriller''action''adventure''crime']
263,m263,1997,5.8,['comedy''family']
264,m264,1996,6.6,['animation''adventure''comedy''crime']
265,m265,1988,7.3,['comedy''fantasy']
266,m266,1979,8.0,['drama''comedy']
267,m267,1999,7.9,['comedy''drama''fantasy''romance']
268,m268,1998/I,5.6,['drama''mystery']
269,m269,1998,8.2,['comedy''crime''mystery']
270,m270,2006,5.6,['crime''drama''history''mystery''thriller']
271,m271,2002,6.6,['action''fantasy''horror''thriller''action''adventure''horror']
272,m272,1998,7.0,['action''adventure''fantasy''horror''thriller']
273,m273,2000,4.1,['crime''horror''mystery''thriller']
274,m274,1984,7.8,['crime''drama''thriller']
275,m275,1997,4.5,['action''thriller']
276,m276,2001,7.4,['biography''crime''drama']
277,m277,1966,8.2,['drama''history''war']
278,m278,1993,4.1,['drama''romance''thriller']
279,m279,1995,7.2,['drama''romance']
280,m280,2001,4.0,['crime''horror']
281,m281,1996,7.5,['crime''drama''thriller']
282,m282,2002,7.7,['action''adventure''mystery''thriller']
283,m283,1985,8.0,['drama''fantasy''sci-fi']
284,m284,1999,6.8,['drama''thriller']
285,m285,1987,7.1,['comedy''drama''romance']
286,m286,1959,6.8,['comedy''horror']
287,m287,1992,5.3,['horror''comedy''action']
288,m288,1988,7.0,['comedy''romance''sport']
289,m289,1995,8.1,['biography''crime''drama']
290,m290,2004,3.2,['action''crime''fantasy']
291,m291,2004,6.5,['action''crime''thriller']
292,m292,1992,7.3,['drama''thriller']
293,m293,1963,8.0,['comedy''mystery''romance''thriller']
294,m294,2000,4.8,['horror''mystery''thriller']
295,m295,1999,4.9,['action''adventure''comedy''thriller']
296,m296,1974,8.5,['crime''drama''mystery''thriller']
297,m297,1988,8.5,['comedy''drama''romance']
298,m298,1941,8.6,['drama''mystery']
299,m299,1994,8.0,['comedy']
300,m300,1993,6.2,['action''adventure''thriller']
301,m301,1971,8.5,['crime''drama''sci-fi']
302,m302,2004,7.8,['crime''drama''thriller']
303,m303,1997,6.5,['action''crime''mystery''romance''thriller']
304,m304,1997,7.4,['drama''mystery''sci-fi''thriller']
305,m305,1967,8.3,['crime''drama']
306,m306,1995,6.5,['crime''mystery''thriller']
307,m307,2004/I,8.0,['crime''drama']
308,m308,2007/I,7.0,['documentary']
309,m309,2003,6.4,['action''comedy''crime']
310,m310,2003,8.0,['action']
311,m311,1994,7.6,['action''crime''fantasy''thriller']
312,m312,1999,6.7,['drama''romance''thriller']
313,m313,1944,6.9,['drama''fantasy''horror']
314,m314,1987,4.5,['sci-fi''horror']
315,m315,1998,7.8,['mystery''sci-fi''thriller']
316,m316,1993,6.8,['comedy''romance']
317,m317,1985,7.0,['horror''sci-fi']
318,m318,1989,7.8,['drama']
319,m319,1998,5.7,['action''horror''sci-fi''thriller']
320,m320,1978,8.2,['drama''war']
321,m321,1993,6.3,['action''crime''sci-fi']
322,m322,2004,5.7,['comedy''drama''fantasy']
323,m323,1988,8.3,['action''crime''thriller']
324,m324,1975,8.2,['crime''drama']
325,m325,2005,5.9,['action''crime''drama''thriller']
326,m326,1989,7.9,['drama']
327,m327,2003,3.3,['comedy']
328,m328,1984,6.5,['action''adventure''sci-fi']
329,m329,1994,8.1,['biography''comedy''drama']
330,m330,1999,6.1,['comedy']
331,m331,1999,7.4,['comedy''drama']
332,m332,1997,8.4,['crime''drama''mystery''thriller']
333,m333,1998,7.2,['action''drama''thriller']
334,m334,1996,7.3,['romance''drama''war']
335,m335,1999,6.1,['action''crime''romance''thriller']
336,m336,2000,7.2,['biography''drama''romance']
337,m337,1982,8.0,['animation''adventure''action''fantasy']
338,m338,1971,6.1,['sci-fi''thriller']
339,m339,1996,5.3,['action''adventure''sci-fi''thriller']
340,m340,1981,7.4,['adventure''drama''fantasy']
341,m341,1973,8.1,['horror''thriller']
342,m342,1989,6.7,['drama''music''romance']
343,m343,1997,7.3,['action''crime''drama''sci-fi''thriller']
344,m344,2000,6.6,['comedy''fantasy''drama''romance']
345,m345,1994,3.8,['action''adventure''sci-fi''fantasy']
346,m346,1966,6.8,['adventure''sci-fi']
347,m347,1996,8.3,['crime''drama''thriller']
348,m348,1999,8.8,['crime''drama''mystery''thriller']
349,m349,2003,6.4,['horror''thriller']
350,m350,2000,6.8,['horror''thriller']
351,m351,1985,5.8,['action''adventure''thriller']
352,m352,1991,7.5,['comedy''drama''romance']
353,m353,1970,7.5,['drama']
354,m354,2000,6.5,['short']
355,m355,1985,6.7,['comedy''crime''mystery']
356,m356,1990,5.6,['action''adventure''comedy''music']
357,m357,1971,7.9,['action''crime''thriller']
358,m358,2000,7.3,['crime''drama''sci-fi''thriller']
359,m359,1982,5.1,['horror']
360,m360,1986,5.3,['comedy''horror''thriller']
361,m361,1993,4.1,['horror''thriller']
362,m362,1989,3.9,['horror']
363,m363,2005,6.0,['comedy''drama''sport']
364,m364,1982,8.2,['biography''drama''history']
365,m365,1997,7.8,['drama''romance''sci-fi''thriller']
366,m366,1972,7.5,['action''adventure''crime''thriller']
367,m367,2000,4.8,['action''crime''drama''thriller']
368,m368,1992,7.9,['drama']
369,m369,1974,9.0,['crime''drama''thriller']
370,m370,1998,7.5,['biography''drama']
371,m371,2000,6.0,['action''crime''thriller']
372,m372,1990,8.8,['crime''drama''thriller']
373,m373,1997,8.1,['drama']
374,m374,1940,8.3,['drama']
375,m375,1997,7.4,['comedy''crime''romance''thriller']
376,m376,1998,6.4,['drama''romance''western']
377,m377,1995,5.8,['action''crime''drama''thriller']
378,m378,1988,5.6,['horror''thriller']
379,m379,1978,7.9,['horror''thriller']
380,m380,1986,7.9,['comedy''drama''romance']
381,m381,2001,6.4,['crime''thriller']
382,m382,2001,5.4,['comedy']
383,m383,1989,7.3,['comedy''crime']
384,m384,1994,7.6,['crime''drama''fantasy''thriller']
385,m385,2002,4.9,['horror''mystery''thriller']
386,m386,1992/I,6.3,['comedy''drama']
387,m387,1989,5.6,['thriller']
388,m388,1994,3.9,['fantasy''sci-fi''action']
389,m389,2005/I,6.6,['action''crime''drama''thriller']
390,m390,2004,8.3,['adventure''drama''history''thriller''war']
391,m391,1999,5.3,['horror''mystery''thriller']
392,m392,1996,4.3,['action''horror''thriller']
393,m393,1992,5.1,['horror']
394,m394,1991,5.4,['action''adventure''comedy''action''adventure''comedy''crime']
395,m395,1994,7.4,['comedy''drama''fantasy''romance']
396,m396,1943,7.3,['horror']
397,m397,1997,7.5,['drama']
398,m398,2002/I,7.3,['crime''drama''mystery''thriller']
399,m399,1994,7.4,['drama''fantasy']
400,m400,1998,4.1,['horror''mystery''thriller']
401,m401,1945,6.6,['drama''horror''mystery''thriller']
402,m402,1946,8.7,['drama''fantasy''romance']
403,m403,1978,5.6,['thriller']
404,m404,1983,3.3,['thriller']
405,m405,1987,2.6,['thriller']
406,m406,1927,6.8,['drama''music''romance']
407,m407,1992,6.2,['thriller''mystery']
408,m408,1996,7.3,['comedy''drama''romance''sport']
409,m409,2001,5.7,['action''adventure''sci-fi''thriller']
410,m410,1997,6.0,['action''adventure''sci-fi''thriller''action''adventure''animation''horror''sci-fi''thriller']
411,m411,1993,7.9,['action''adventure''family''sci-fi''action''adventure''fantasy''sci-fi']
412,m412,2003,5.8,['horror''thriller']
413,m413,1991,6.9,['comedy''drama''mystery''sci-fi''thriller']
414,m414,2005,7.6,['adventure''drama''romance']
415,m415,1971,7.2,['mystery''romance''thriller']
416,m416,1979,7.7,['drama']
417,m417,1997,7.1,['biography''drama''history''war']
418,m418,1999,5.4,['action''comedy''horror''thriller']
419,m419,1991,8.7,['crime''thriller']
420,m420,1977,7.3,['action''adventure''war']
421,m421,1989,5.3,['adventure''horror''mystery''sci-fi''thriller']
422,m422,1998,8.2,['crime''thriller']
423,m423,1996,7.6,['drama''mystery''romance''western']
424,m424,1995,5.6,['fantasy''horror''mystery''thriller']
425,m425,2003,7.9,['drama''romance']
426,m426,2000,4.6,['drama''horror''thriller''romance']
427,m427,2000,6.7,['drama''romance''sport']
428,m428,1999,8.0,['drama']
429,m429,1998/I,6.1,['action''adventure''drama''history']
430,m430,2003,8.7,['action''adventure''crime''horror''thriller']
431,m431,1986,7.2,['crime''thriller']
432,m432,1999,7.4,['biography''comedy''drama']
433,m433,1999,8.7,['action''adventure''adventure''adventure''sci-fi']
434,m434,1982,3.8,['horror''mystery''sci-fi']
435,m435,1998,6.9,['drama''fantasy''mystery''romance']
436,m436,2000,8.7,['crime''drama''mystery''thriller']
437,m437,2006,6.0,['action''crime''drama''thriller']
438,m438,1969,8.0,['drama']
439,m439,1978,7.6,['biography''crime''drama''thriller']
440,m440,1997,5.7,['drama''horror''sci-fi']
441,m441,1990,7.8,['thriller']
442,m442,2000,5.7,['action''adventure''thriller']
443,m443,1996,6.9,['action''adventure''thriller']
444,m444,1987,7.1,['comedy''romance''drama']
445,m445,1975,8.4,['adventure''comedy']
446,m446,1997,7.2,['biography''drama''history''romance']
447,m447,1993,4.6,['sci-fi']
448,m448,2001,8.0,['drama''mystery''thriller']
449,m449,2009,5.8,['crime''drama''mystery']
450,m450,1994,4.8,['comedy''drama''family''romance']
451,m451,1991,6.4,['comedy''drama''family''romance']
452,m452,1997,6.2,['comedy''romance']
453,m453,1975,7.7,['drama''music']
454,m454,1994,7.1,['action''crime''drama''romance''thriller']
455,m455,1964,7.8,['drama''romance']
456,m456,1998,7.2,['action''crime''drama''mystery''thriller']
457,m457,1988,9.3,['action''adventure''animation''sci-fi']
458,m458,1999,5.7,['comedy''drama''romance']
459,m459,1993,8.0,['animation''family''fantasy''musical']
460,m460,1985,4.9,['fantasy''horror''thriller']
461,m461,1987,6.3,['fantasy''horror''thriller']
462,m462,1999,6.9,['comedy''romance']
463,m463,1975,8.9,['drama']
464,m464,1994,6.2,['comedy''romance']
465,m465,1954,8.4,['crime''drama''romance']
466,m466,1965,2.5,['fantasy''horror']
467,m467,1998,7.2,['comedy''crime''romance''thriller']
468,m468,2001,5.4,['action''drama''romance''war']
469,m469,1986,6.3,['comedy''drama''fantasy''romance']
470,m470,1992,4.2,['action''horror''thriller']
471,m471,1993,7.6,['drama']
472,m472,2000,7.0,['action''sci-fi''thriller']
473,m473,2001,5.5,['action''adventure''sci-fi''thriller''animation''action''adventure''sci-fi']
474,m474,1986,8.2,['action''drama''war']
475,m475,1996,3.6,['thriller']
476,m476,1983,6.8,['drama']
477,m477,1991,6.9,['action''adventure''crime''drama''sport''thriller']
478,m478,1987,7.8,['action''adventure''sci-fi''thriller']
479,m479,1990,6.7,['comedy''romance']
480,m480,1987,8.1,['adventure''comedy''family''fantasy''romance']
481,m481,1968,7.7,['comedy']
482,m482,1960,8.7,['drama''horror''mystery''thriller''thriller']
483,m483,1980,6.2,['drama''horror''thriller']
484,m484,1932,7.6,['fantasy''horror']
485,m485,1933,6.8,['horror''mystery''thriller']
486,m486,2000,4.8,['short''adventure''drama''romance']
487,m487,1991,6.6,['drama']
488,m488,2006,6.3,['documentary']
489,m489,1983,8.3,['action''adventure''fantasy''sci-fi']
490,m490,1975,7.1,['comedy''musical']
491,m491,1976,8.1,['drama''romance''sport']
492,m492,1988,7.6,['animation''comedy''crime''family''fantasy''mystery''animation''adventure''action''fantasy']
493,m493,1968/I,7.8,['drama''romance']
494,m494,1998,7.2,['action''crime''thriller']
495,m495,1998,6.0,['crime''drama']
496,m496,2001,6.5,['action''comedy''crime''thriller']
497,m497,1998,6.8,['action''comedy''thriller''crime']
498,m498,1999,5.2,['comedy''romance']
499,m499,1993,6.6,['comedy''romance''drama']
500,m500,1954,7.6,['drama''history']
501,m501,2002,7.1,['crime''drama''mystery''thriller']
502,m502,1998,8.5,['action''drama''history''war']
503,m503,1989,7.5,['comedy''drama''romance']
504,m504,1993,8.9,['biography''drama''history''war']
505,m505,1997,5.9,['horror''mystery''thriller']
506,m506,2000,5.3,['horror''mystery''thriller']
507,m507,1996/I,7.2,['crime''horror''mystery''thriller']
508,m508,1979,6.1,['action''drama']
509,m509,1956,8.1,['adventure''drama''western']
510,m510,2000,5.2,['drama''horror''thriller']
511,m511,1998,7.4,['comedy''drama''romance']
512,m512,1994,7.4,['comedy''crime''drama''thriller']
513,m513,1975,6.2,['drama''romance']
514,m514,1980,8.5,['horror''mystery''thriller']
515,m515,1985,5.9,['adventure''drama''horror''mystery''thriller']
516,m516,1992,5.9,['comedy''crime''music']
517,m517,1999,7.5,['fantasy''mystery''thriller']
518,m518,1996,8.0,['drama']
519,m519,1995,7.5,['comedy''drama']
520,m520,1999,6.7,['drama''mystery''romance''thriller']
521,m521,1998/I,5.6,['action''drama''sci-fi']
522,m522,1959,8.4,['comedy']
523,m523,2005,5.5,['comedy''romance']
524,m524,1972,7.8,['drama']
525,m525,1999,7.8,['animation''comedy''musical']
526,m526,1997,2.9,['action''sci-fi']
527,m527,1992,5.8,['thriller']
528,m528,1998,5.6,['drama''horror''mystery''sci-fi''thriller']
529,m529,1977,8.8,['action''adventure''fantasy''sci-fi']
530,m530,1997,7.1,['action''adventure''sci-fi''thriller']
531,m531,1979,6.2,['adventure''fantasy''mystery''sci-fi']
532,m532,2000,6.8,['comedy''drama']
533,m533,1998,6.2,['comedy''drama']
534,m534,2001,6.7,['comedy''drama']
535,m535,2007,8.6,['action''adventure''crime']
536,m536,1964,8.6,['comedy''drama']
537,m537,1996,6.5,['comedy''drama']
538,m538,2001,5.2,['comedy''crime']
539,m539,1950,8.7,['drama''film-noir']
540,m540,1984,4.1,['action''adventure''sci-fi']
541,m541,1983,4.7,['action''adventure''comedy''fantasy''sci-fi']
542,m542,1980,6.7,['action''adventure''fantasy''romance''sci-fi']
543,m543,1987,3.4,['action''adventure''family''fantasy''sci-fi']
544,m544,1978,7.3,['action''family''sci-fi']
545,m545,1997,7.8,['drama']
546,m546,1957,8.2,['drama''film-noir']
547,m547,1991,8.5,['action''sci-fi''thriller']
548,m548,2001,7.2,['drama''music''war']
549,m549,1984,8.1,['action''sci-fi''thriller']
550,m550,1997,7.7,['drama''mystery''thriller']
551,m551,1999,4.6,['horror''thriller''mystery']
552,m552,1999,7.0,['crime''drama''mystery''thriller']
553,m553,2001,7.7,['crime''drama']
554,m554,1997,5.4,['horror''mystery''thriller']
555,m555,1998,8.0,['drama']
556,m556,1998,6.8,['crime''horror''mystery''sci-fi''thriller']
557,m557,2000,6.2,['drama''fantasy''horror''sci-fi''thriller']
558,m558,1949,8.5,['film-noir''mystery''thriller']
559,m559,2000/I,6.3,['adventure''drama''romance''thriller']
560,m560,2001,7.3,['drama']
561,m561,1988,7.4,['adventure''drama''romance']
562,m562,2003,6.2,['comedy']
563,m563,1943,6.9,['drama''horror''mystery''thriller']
564,m564,1999,6.5,['crime''drama''romance''thriller']
565,m565,2009/I,7.4,['drama''romance''war']
