,MovieID,Year,Genres
62,m62,1982,['biography''drama']
63,m63,1931,['drama''horror''sci-fi']
64,m64,2009,['horror']
65,m65,1996,['action''crime''horror''thriller']
66,m66,1997,['action''drama']
67,m67,1998,['action''horror''sci-fi''thriller']
68,m68,1999,['action''adventure''comedy''sci-fi']
69,m69,2000,['drama']
70,m70,1995,['comedy''crime''thriller']
71,m71,2002,['horror''mystery''thriller']
72,m72,2001,['comedy''drama']
73,m73,1996,['adventure''drama''thriller']
74,m74,1989,['action''adventure''comedy''fantasy''sci-fi''action''adventure''comedy''sci-fi']
75,m75,1986,['animation''comedy''fantasy''sci-fi''horror']
76,m76,2000,['action''adventure''drama']
77,m77,1967,['comedy''drama''romance']
78,m78,1932,['drama''romance']
79,m79,1990,['crime''drama''thriller']
80,m80,1998,['drama''horror''thriller']
81,m81,1995,['horror''thriller']
82,m82,1971,['comedy''drama']
83,m83,1979,['drama']
84,m84,1971,['comedy''romance']
85,m85,1988,['drama''horror''thriller']
86,m86,2004,['action''adventure''fantasy']
87,m87,1987,['horror']
88,m88,2000,['comedy''drama''music''romance']
89,m89,1986,['action''fantasy']
90,m90,1940,['comedy''drama''romance']
91,m91,1987,['drama''war']
92,m92,2003,['horror']
93,m93,2001,['comedy''drama']
94,m94,1961,['drama''romance''sport']
95,m95,2007,['drama''sci-fi''thriller']
96,m96,1953,['horror''sci-fi']
97,m97,1996,['action''adventure''sci-fi''thriller']
98,m98,1989,['action''adventure''thriller''action''adventure''fantasy']
99,m99,1984,['action''adventure']
100,m100,1987,['action''adventure''comedy''crime''sci-fi']
101,m101,1999,['biography''drama''thriller']
102,m102,2003,['comedy''romance''crime']
103,m103,1934,['comedy''romance']
104,m104,1991,['biography''drama''history''mystery''thriller']
105,m105,1997,['crime''drama''thriller']
106,m106,1990/I,['drama''mystery''thriller']
107,m107,2001,['horror''sci-fi']
108,m108,1975,['thriller']
109,m109,2007,['comedy''drama']
110,m110,1993,['crime''drama''thriller']
111,m111,1995,['crime''drama']
112,m112,1992,['mystery''thriller']
113,m113,1983,['fantasy''action''adventure''sci-fi']
114,m114,1994,['crime''drama''thriller']
115,m115,1998,[]
116,m116,1995,['drama''romance']
117,m117,2001,['comedy']
118,m118,1985,['fantasy''adventure''romance']
119,m119,2001,['drama''romance']
120,m120,2003,['drama''crime''thriller']
121,m121,2000,['fantasy''comedy''romance''animation''comedy''fantasy''horror']
122,m122,1976,['action''sci-fi']
123,m123,1997,['drama''horror''mystery''thriller']
124,m124,1937,['adventure''drama''fantasy''mystery']
125,m125,1997,['action''adventure''comedy''sci-fi']
126,m126,2002,['action''crime''mystery''sci-fi''thriller''action''animation''drama''mystery''sci-fi''thriller']
127,m127,2001,['comedy''crime''drama''thriller']
128,m128,1992,['biography''drama''history']
129,m129,2004,['action''crime''drama''thriller']
130,m130,1955,['drama''romance']
131,m131,1970,['comedy''war''drama']
132,m132,1941,['comedy''drama''romance']
133,m133,1997,['action''comedy''crime''drama''thriller']
134,m134,1927,['adventure''drama''sci-fi']
135,m135,1994,['action''family']
136,m136,1991,['crime''drama']
137,m137,2001,['animation''comedy''fantasy''romance']
138,m138,1998,['short']
139,m139,1939,['drama']
140,m140,1936,['comedy''romance']
141,m141,1999,['comedy''drama']
142,m142,1999,['action''adventure''fantasy']
143,m143,1999,['action''comedy''fantasy']
144,m144,1995,['family''adventure']
145,m145,2000,['comedy']
146,m146,1995,['crime''drama''thriller']
147,m147,1955,['drama''film-noir''thriller']
148,m148,1984,['horror']
149,m149,1939,['comedy''romance']
150,m150,1995,['biography''drama']
151,m151,2007,['crime''drama''mystery''thriller''western']
152,m152,2000,['comedy''crime''romance''thriller']
153,m153,2000,['comedy''adventure''crime''music']
154,m154,1982,['drama''romance']
155,m155,2002,['thriller']
156,m156,1995/I,['drama']
157,m157,2000,['action''drama''war']
158,m158,1989,['drama''fantasy''horror''mystery''thriller']
159,m159,2003,['adventure''fantasy''horror']
160,m160,1999,['drama']
161,m161,1931,['comedy''romance']
162,m162,1998,['comedy''drama''fantasy']
163,m163,2002,['comedy''drama''romance']
164,m164,2000,['biography''drama''history''romance']
165,m165,1999,['biography''drama']
166,m166,1980,['biography''drama''sport']
167,m167,1954,['crime''mystery''romance''thriller']
168,m168,1955,['drama''romance']
169,m169,2000,['action''crime''drama''thriller']
170,m170,1992,['crime''mystery''thriller']
171,m171,1949,['action''drama''romance''western']
172,m172,2001,['comedy']
173,m173,1994,['comedy''thriller']
174,m174,1943,['drama''horror''thriller']
175,m175,1989,['drama']
176,m176,1975,['horror''sci-fi']
177,m177,1981,['comedy''musical']
178,m178,2004,['comedy''drama''romance']
179,m179,2002,['drama''mystery''sci-fi''thriller']
180,m180,1985,['action''western']
181,m181,2010,['short''drama''horror''thriller']
182,m182,1999,['drama''mystery''thriller']
183,m183,2002,['comedy''horror''thriller']
184,m184,2006,['comedy''horror''sci-fi']
185,m185,1977,['action''comedy''crime''romance']
186,m186,2006,['action''crime''drama''thriller']
187,m187,2002,['drama''mystery''romance''sci-fi']
188,m188,1987,['action''crime''drama''romance''thriller']
189,m189,2002,['action''adventure''fantasy''sci-fi''action''adventure''sci-fi''thriller']
190,m190,1953,['drama''war']
191,m191,1994,['action''mystery''sci-fi''thriller']
192,m192,1984,['action''adventure''sci-fi''thriller']
193,m193,1982,['action''adventure''sci-fi''thriller']
194,m194,1986,['adventure''comedy''sci-fi']
195,m195,1998,['action''adventure''sci-fi''thriller']
196,m196,1996,['action''adventure''sci-fi''thriller']
197,m197,1991,['action''mystery''sci-fi''thriller']
198,m198,2002,['action''sci-fi''thriller']
199,m199,1984,['adventure''drama''romance''sci-fi']
200,m200,1995,['action''crime''drama''fantasy''music''mystery''sci-fi''thriller']
201,m201,2004,['crime''horror''sci-fi''thriller']
202,m202,1996,['comedy''drama']
203,m203,1972,['crime''drama''thriller']
204,m204,1999,['crime''drama''thriller']
205,m205,1976,['drama''thriller']
206,m206,1996,['action''adventure''thriller']
207,m207,2001,['drama''romance']
208,m208,1963,['horror''romance''thriller']
209,m209,1945,['drama''horror''thriller']
210,m210,2000,['action''crime''fantasy''mystery''thriller']
211,m211,2008,['drama''sci-fi''thriller']
212,m212,1987,['comedy''fantasy''horror''thriller']
213,m213,1982,['horror''mystery''sci-fi''thriller']
214,m214,2002,['sci-fi''adventure''action']
215,m215,2005,['drama''fantasy''mystery''sci-fi''thriller']
216,m216,1991,['crime''drama''thriller']
217,m217,1998,['comedy''romance']
218,m218,2000,['drama''history''thriller']
219,m219,1992,['crime''mystery''thriller''western']
220,m220,1986,['action''drama''romance']
221,m221,1990,['action''adventure''sci-fi''thriller']
222,m222,1990,['action''comedy''horror''thriller']
223,m223,1989,['drama''crime']
224,m224,1992,['drama''horror''mystery''thriller']
225,m225,1982,['drama']
226,m226,1953,['action''horror''sci-fi''thriller']
227,m227,1994,['fantasy''horror''mystery''thriller']
228,m228,1996,['adventure''drama']
229,m229,1990,['crime''romance''thriller']
230,m230,2000,['drama''comedy']
231,m231,2004,['drama']
232,m232,1989,['action''adventure''drama''sci-fi''thriller']
233,m233,1960,['drama''mystery']
234,m234,1985,['drama''mystery''thriller']
235,m235,1964,['comedy''music']
236,m236,1979,['adventure''horror''sci-fi''thriller']
237,m237,1993,['action''adventure''sci-fi']
238,m238,1950,['drama']
239,m239,1976,['drama''history''thriller']
240,m240,1999,['comedy''romance']
241,m241,1997,['horror''romance''thriller''comedy']
242,m242,1997,['animation''adventure''drama''family''musical''animation''family']
243,m243,1977,['comedy''drama''romance']
244,m244,2001,['drama''comedy']
245,m245,1998,['animation''adventure''comedy''family']
246,m246,1960,['romance''comedy''drama']
247,m247,1979,['drama''war']
248,m248,1993,['action''thriller']
249,m249,1997,['comedy''drama''romance']
250,m250,1995,['action''thriller''crime']
251,m251,2005,['drama''romance''thriller']
252,m252,2002,['drama''romance']
253,m253,1985,['adventure''family''sci-fi']
254,m254,1973,['crime''drama''romance''thriller']
255,m255,1984,['adventure''romance''comedy''sci-fi']
256,m256,1991,['drama''mystery''thriller']
257,m257,1992,['mystery''romance''thriller']
258,m258,1996,['biography''drama']
259,m259,1992,['action''crime''fantasy''thriller''animation''crime''fantasy''action''thriller']
260,m260,1949,['action''adventure''crime''drama''sci-fi']
261,m261,1995,['action''crime''fantasy''thriller']
262,m262,1989,['crime''drama''thriller''action''adventure''crime']
263,m263,1997,['comedy''family']
264,m264,1996,['animation''adventure''comedy''crime']
265,m265,1988,['comedy''fantasy']
266,m266,1979,['drama''comedy']
267,m267,1999,['comedy''drama''fantasy''romance']
268,m268,1998/I,['drama''mystery']
269,m269,1998,['comedy''crime''mystery']
270,m270,2006,['crime''drama''history''mystery''thriller']
271,m271,2002,['action''fantasy''horror''thriller''action''adventure''horror']
272,m272,1998,['action''adventure''fantasy''horror''thriller']
273,m273,2000,['crime''horror''mystery''thriller']
274,m274,1984,['crime''drama''thriller']
275,m275,1997,['action''thriller']
276,m276,2001,['biography''crime''drama']
277,m277,1966,['drama''history''war']
278,m278,1993,['drama''romance''thriller']
279,m279,1995,['drama''romance']
280,m280,2001,['crime''horror']
281,m281,1996,['crime''drama''thriller']
282,m282,2002,['action''adventure''mystery''thriller']
283,m283,1985,['drama''fantasy''sci-fi']
284,m284,1999,['drama''thriller']
285,m285,1987,['comedy''drama''romance']
286,m286,1959,['comedy''horror']
287,m287,1992,['horror''comedy''action']
288,m288,1988,['comedy''romance''sport']
289,m289,1995,['biography''crime''drama']
290,m290,2004,['action''crime''fantasy']
291,m291,2004,['action''crime''thriller']
292,m292,1992,['drama''thriller']
293,m293,1963,['comedy''mystery''romance''thriller']
294,m294,2000,['horror''mystery''thriller']
295,m295,1999,['action''adventure''comedy''thriller']
296,m296,1974,['crime''drama''mystery''thriller']
297,m297,1988,['comedy''drama''romance']
298,m298,1941,['drama''mystery']
299,m299,1994,['comedy']
300,m300,1993,['action''adventure''thriller']
301,m301,1971,['crime''drama''sci-fi']
302,m302,2004,['crime''drama''thriller']
303,m303,1997,['action''crime''mystery''romance''thriller']
304,m304,1997,['drama''mystery''sci-fi''thriller']
305,m305,1967,['crime''drama']
306,m306,1995,['crime''mystery''thriller']
307,m307,2004/I,['crime''drama']
308,m308,2007/I,['documentary']
309,m309,2003,['action''comedy''crime']
310,m310,2003,['action']
311,m311,1994,['action''crime''fantasy''thriller']
312,m312,1999,['drama''romance''thriller']
313,m313,1944,['drama''fantasy''horror']
314,m314,1987,['sci-fi''horror']
315,m315,1998,['mystery''sci-fi''thriller']
316,m316,1993,['comedy''romance']
317,m317,1985,['horror''sci-fi']
318,m318,1989,['drama']
319,m319,1998,['action''horror''sci-fi''thriller']
320,m320,1978,['drama''war']
321,m321,1993,['action''crime''sci-fi']
322,m322,2004,['comedy''drama''fantasy']
323,m323,1988,['action''crime''thriller']
324,m324,1975,['crime''drama']
325,m325,2005,['action''crime''drama''thriller']
326,m326,1989,['drama']
327,m327,2003,['comedy']
328,m328,1984,['action''adventure''sci-fi']
329,m329,1994,['biography''comedy''drama']
330,m330,1999,['comedy']
331,m331,1999,['comedy''drama']
332,m332,1997,['crime''drama''mystery''thriller']
333,m333,1998,['action''drama''thriller']
334,m334,1996,['romance''drama''war']
335,m335,1999,['action''crime''romance''thriller']
336,m336,2000,['biography''drama''romance']
337,m337,1982,['animation''adventure''action''fantasy']
338,m338,1971,['sci-fi''thriller']
339,m339,1996,['action''adventure''sci-fi''thriller']
340,m340,1981,['adventure''drama''fantasy']
341,m341,1973,['horror''thriller']
342,m342,1989,['drama''music''romance']
343,m343,1997,['action''crime''drama''sci-fi''thriller']
344,m344,2000,['comedy''fantasy''drama''romance']
345,m345,1994,['action''adventure''sci-fi''fantasy']
346,m346,1966,['adventure''sci-fi']
347,m347,1996,['crime''drama''thriller']
348,m348,1999,['crime''drama''mystery''thriller']
349,m349,2003,['horror''thriller']
350,m350,2000,['horror''thriller']
351,m351,1985,['action''adventure''thriller']
352,m352,1991,['comedy''drama''romance']
353,m353,1970,['drama']
354,m354,2000,['short']
355,m355,1985,['comedy''crime''mystery']
356,m356,1990,['action''adventure''comedy''music']
357,m357,1971,['action''crime''thriller']
358,m358,2000,['crime''drama''sci-fi''thriller']
359,m359,1982,['horror']
360,m360,1986,['comedy''horror''thriller']
361,m361,1993,['horror''thriller']
362,m362,1989,['horror']
363,m363,2005,['comedy''drama''sport']
364,m364,1982,['biography''drama''history']
365,m365,1997,['drama''romance''sci-fi''thriller']
366,m366,1972,['action''adventure''crime''thriller']
367,m367,2000,['action''crime''drama''thriller']
368,m368,1992,['drama']
369,m369,1974,['crime''drama''thriller']
370,m370,1998,['biography''drama']
371,m371,2000,['action''crime''thriller']
372,m372,1990,['crime''drama''thriller']
373,m373,1997,['drama']
374,m374,1940,['drama']
375,m375,1997,['comedy''crime''romance''thriller']
376,m376,1998,['drama''romance''western']
377,m377,1995,['action''crime''drama''thriller']
378,m378,1988,['horror''thriller']
379,m379,1978,['horror''thriller']
380,m380,1986,['comedy''drama''romance']
381,m381,2001,['crime''thriller']
382,m382,2001,['comedy']
383,m383,1989,['comedy''crime']
384,m384,1994,['crime''drama''fantasy''thriller']
385,m385,2002,['horror''mystery''thriller']
386,m386,1992/I,['comedy''drama']
387,m387,1989,['thriller']
388,m388,1994,['fantasy''sci-fi''action']
389,m389,2005/I,['action''crime''drama''thriller']
390,m390,2004,['adventure''drama''history''thriller''war']
391,m391,1999,['horror''mystery''thriller']
392,m392,1996,['action''horror''thriller']
393,m393,1992,['horror']
394,m394,1991,['action''adventure''comedy''action''adventure''comedy''crime']
395,m395,1994,['comedy''drama''fantasy''romance']
396,m396,1943,['horror']
397,m397,1997,['drama']
398,m398,2002/I,['crime''drama''mystery''thriller']
399,m399,1994,['drama''fantasy']
400,m400,1998,['horror''mystery''thriller']
401,m401,1945,['drama''horror''mystery''thriller']
402,m402,1946,['drama''fantasy''romance']
403,m403,1978,['thriller']
404,m404,1983,['thriller']
405,m405,1987,['thriller']
406,m406,1927,['drama''music''romance']
407,m407,1992,['thriller''mystery']
408,m408,1996,['comedy''drama''romance''sport']
409,m409,2001,['action''adventure''sci-fi''thriller']
410,m410,1997,['action''adventure''sci-fi''thriller''action''adventure''animation''horror''sci-fi''thriller']
411,m411,1993,['action''adventure''family''sci-fi''action''adventure''fantasy''sci-fi']
412,m412,2003,['horror''thriller']
413,m413,1991,['comedy''drama''mystery''sci-fi''thriller']
414,m414,2005,['adventure''drama''romance']
415,m415,1971,['mystery''romance''thriller']
416,m416,1979,['drama']
417,m417,1997,['biography''drama''history''war']
418,m418,1999,['action''comedy''horror''thriller']
419,m419,1991,['crime''thriller']
420,m420,1977,['action''adventure''war']
421,m421,1989,['adventure''horror''mystery''sci-fi''thriller']
422,m422,1998,['crime''thriller']
423,m423,1996,['drama''mystery''romance''western']
424,m424,1995,['fantasy''horror''mystery''thriller']
425,m425,2003,['drama''romance']
426,m426,2000,['drama''horror''thriller''romance']
427,m427,2000,['drama''romance''sport']
428,m428,1999,['drama']
429,m429,1998/I,['action''adventure''drama''history']
430,m430,2003,['action''adventure''crime''horror''thriller']
431,m431,1986,['crime''thriller']
432,m432,1999,['biography''comedy''drama']
433,m433,1999,['action''adventure''adventure''adventure''sci-fi']
434,m434,1982,['horror''mystery''sci-fi']
435,m435,1998,['drama''fantasy''mystery''romance']
436,m436,2000,['crime''drama''mystery''thriller']
437,m437,2006,['action''crime''drama''thriller']
438,m438,1969,['drama']
439,m439,1978,['biography''crime''drama''thriller']
440,m440,1997,['drama''horror''sci-fi']
441,m441,1990,['thriller']
442,m442,2000,['action''adventure''thriller']
443,m443,1996,['action''adventure''thriller']
444,m444,1987,['comedy''romance''drama']
445,m445,1975,['adventure''comedy']
446,m446,1997,['biography''drama''history''romance']
447,m447,1993,['sci-fi']
448,m448,2001,['drama''mystery''thriller']
449,m449,2009,['crime''drama''mystery']
450,m450,1994,['comedy''drama''family''romance']
451,m451,1991,['comedy''drama''family''romance']
452,m452,1997,['comedy''romance']
453,m453,1975,['drama''music']
454,m454,1994,['action''crime''drama''romance''thriller']
455,m455,1964,['drama''romance']
456,m456,1998,['action''crime''drama''mystery''thriller']
457,m457,1988,['action''adventure''animation''sci-fi']
458,m458,1999,['comedy''drama''romance']
459,m459,1993,['animation''family''fantasy''musical']
460,m460,1985,['fantasy''horror''thriller']
461,m461,1987,['fantasy''horror''thriller']
462,m462,1999,['comedy''romance']
463,m463,1975,['drama']
464,m464,1994,['comedy''romance']
465,m465,1954,['crime''drama''romance']
466,m466,1965,['fantasy''horror']
467,m467,1998,['comedy''crime''romance''thriller']
468,m468,2001,['action''drama''romance''war']
469,m469,1986,['comedy''drama''fantasy''romance']
470,m470,1992,['action''horror''thriller']
471,m471,1993,['drama']
472,m472,2000,['action''sci-fi''thriller']
473,m473,2001,['action''adventure''sci-fi''thriller''animation''action''adventure''sci-fi']
474,m474,1986,['action''drama''war']
475,m475,1996,['thriller']
476,m476,1983,['drama']
477,m477,1991,['action''adventure''crime''drama''sport''thriller']
478,m478,1987,['action''adventure''sci-fi''thriller']
479,m479,1990,['comedy''romance']
480,m480,1987,['adventure''comedy''family''fantasy''romance']
481,m481,1968,['comedy']
482,m482,1960,['drama''horror''mystery''thriller''thriller']
483,m483,1980,['drama''horror''thriller']
484,m484,1932,['fantasy''horror']
485,m485,1933,['horror''mystery''thriller']
486,m486,2000,['short''adventure''drama''romance']
487,m487,1991,['drama']
488,m488,2006,['documentary']
489,m489,1983,['action''adventure''fantasy''sci-fi']
490,m490,1975,['comedy''musical']
491,m491,1976,['drama''romance''sport']
492,m492,1988,['animation''comedy''crime''family''fantasy''mystery''animation''adventure''action''fantasy']
493,m493,1968/I,['drama''romance']
494,m494,1998,['action''crime''thriller']
495,m495,1998,['crime''drama']
496,m496,2001,['action''comedy''crime''thriller']
497,m497,1998,['action''comedy''thriller''crime']
498,m498,1999,['comedy''romance']
499,m499,1993,['comedy''romance''drama']
500,m500,1954,['drama''history']
501,m501,2002,['crime''drama''mystery''thriller']
502,m502,1998,['action''drama''history''war']
503,m503,1989,['comedy''drama''romance']
504,m504,1993,['biography''drama''history''war']
505,m505,1997,['horror''mystery''thriller']
506,m506,2000,['horror''mystery''thriller']
507,m507,1996/I,['crime''horror''mystery''thriller']
508,m508,1979,['action''drama']
509,m509,1956,['adventure''drama''western']
510,m510,2000,['drama''horror''thriller']
511,m511,1998,['comedy''drama''romance']
512,m512,1994,['comedy''crime''drama''thriller']
513,m513,1975,['drama''romance']
514,m514,1980,['horror''mystery''thriller']
515,m515,1985,['adventure''drama''horror''mystery''thriller']
516,m516,1992,['comedy''crime''music']
517,m517,1999,['fantasy''mystery''thriller']
518,m518,1996,['drama']
519,m519,1995,['comedy''drama']
520,m520,1999,['drama''mystery''romance''thriller']
521,m521,1998/I,['action''drama''sci-fi']
522,m522,1959,['comedy']
523,m523,2005,['comedy''romance']
524,m524,1972,['drama']
525,m525,1999,['animation''comedy''musical']
526,m526,1997,['action''sci-fi']
527,m527,1992,['thriller']
528,m528,1998,['drama''horror''mystery''sci-fi''thriller']
529,m529,1977,['action''adventure''fantasy''sci-fi']
530,m530,1997,['action''adventure''sci-fi''thriller']
531,m531,1979,['adventure''fantasy''mystery''sci-fi']
532,m532,2000,['comedy''drama']
533,m533,1998,['comedy''drama']
534,m534,2001,['comedy''drama']
535,m535,2007,['action''adventure''crime']
536,m536,1964,['comedy''drama']
537,m537,1996,['comedy''drama']
538,m538,2001,['comedy''crime']
539,m539,1950,['drama''film-noir']
540,m540,1984,['action''adventure''sci-fi']
541,m541,1983,['action''adventure''comedy''fantasy''sci-fi']
542,m542,1980,['action''adventure''fantasy''romance''sci-fi']
543,m543,1987,['action''adventure''family''fantasy''sci-fi']
544,m544,1978,['action''family''sci-fi']
545,m545,1997,['drama']
546,m546,1957,['drama''film-noir']
547,m547,1991,['action''sci-fi''thriller']
548,m548,2001,['drama''music''war']
549,m549,1984,['action''sci-fi''thriller']
550,m550,1997,['drama''mystery''thriller']
551,m551,1999,['horror''thriller''mystery']
552,m552,1999,['crime''drama''mystery''thriller']
553,m553,2001,['crime''drama']
554,m554,1997,['horror''mystery''thriller']
555,m555,1998,['drama']
556,m556,1998,['crime''horror''mystery''sci-fi''thriller']
557,m557,2000,['drama''fantasy''horror''sci-fi''thriller']
558,m558,1949,['film-noir''mystery''thriller']
559,m559,2000/I,['adventure''drama''romance''thriller']
560,m560,2001,['drama']
561,m561,1988,['adventure''drama''romance']
562,m562,2003,['comedy']
563,m563,1943,['drama''horror''mystery''thriller']
564,m564,1999,['crime''drama''romance''thriller']
565,m565,2009/I,['drama''romance''war']
566,m566,2002,['biography''drama''war']
567,m567,1993,['drama''romance']
568,m568,1973,['comedy''crime''drama']
569,m569,1934,['comedy''crime''drama''mystery''romance']
570,m570,1999,['action''adventure''comedy''drama''war']
571,m571,1971,['drama''mystery''sci-fi''thriller']
572,m572,2001,['action''thriller''crime']
573,m573,1932,['comedy''crime''romance']
574,m574,1997,['drama''history''romance']
575,m575,1934,['comedy''musical''mystery''romance']
576,m576,1993,['action''drama''history''romance''western']
577,m577,1997,['action''adventure''thriller']
578,m578,1990,['drama']
579,m579,1995,['animation''adventure''comedy''family''fantasy']
580,m580,1987,['fantasy']
581,m581,2000,['crime''drama''thriller']
582,m582,1996,['crime''drama']
583,m583,1989,['action''adventure''sci-fi''thriller']
584,m584,1982,['action''adventure''sci-fi''thriller''sci-fi']
585,m585,1994,['action''thriller']
586,m586,1993,['crime''romance''thriller']
587,m587,1995,['mystery''sci-fi''thriller']
588,m588,1973,['drama']
589,m589,1997,['crime''drama''thriller']
590,m590,2000,['drama''fantasy''mystery''thriller']
591,m591,1992,['drama''western']
592,m592,1995,['crime''mystery''thriller']
593,m593,1974,['drama']
594,m594,1958,['crime''mystery''romance''thriller']
595,m595,1998,['comedy''crime''thriller']
596,m596,1961,['drama']
597,m597,1995,['action''crime''sci-fi''thriller']
598,m598,1997,['comedy''drama']
599,m599,1987,['crime''drama']
600,m600,1988,['comedy''fantasy''horror']
601,m601,2000,['drama''horror''mystery''thriller']
602,m602,2000,['comedy''fantasy''romance']
603,m603,1996,['documentary''short']
604,m604,1994,['drama''thriller']
605,m605,2003/I,['comedy']
606,m606,1998,['crime''mystery''thriller']
607,m607,1999,['action''western''comedy''sci-fi']
608,m608,1988,['action''adventure''drama''fantasy''romance']
609,m609,1985,['drama''romance''thriller']
610,m610,1939,['adventure''family''fantasy''musical']
611,m611,1999,['action''adventure''thriller']
612,m612,2009,['action''crime''fantasy''mystery''sci-fi''thriller']
613,m613,2002,['action''adventure''crime']
614,m614,2000,['action''sci-fi']
615,m615,1974,['comedy''sci-fi']
616,m616,1979,['action''adventure''drama''history''war']
