Gender,Index: 0,CharacterID,MovieID
f,5719,u5719,m378
f,5722,u5722,m379
f,5725,u5725,m379
f,5726,u5726,m379
f,5730,u5730,m379
f,5735,u5735,m380
f,5745,u5745,m380
f,5746,u5746,m380
f,5747,u5747,m380
f,5749,u5749,m380
f,5767,u5767,m381
f,5771,u5771,m381
f,5783,u5783,m382
f,5800,u5800,m383
f,5803,u5803,m384
f,5804,u5804,m384
f,5805,u5805,m384
f,5806,u5806,m385
f,5811,u5811,m385
f,5826,u5826,m386
f,5829,u5829,m386
f,5840,u5840,m387
f,5914,u5914,m390
f,5919,u5919,m391
f,5925,u5925,m391
f,5929,u5929,m392
f,5930,u5930,m392
f,5937,u5937,m393
f,5941,u5941,m393
f,5942,u5942,m393
f,5946,u5946,m394
f,5958,u5958,m395
f,5975,u5975,m396
f,5976,u5976,m396
f,5981,u5981,m396
f,5986,u5986,m397
f,5999,u5999,m397
f,6001,u6001,m398
f,6007,u6007,m398
f,6011,u6011,m399
f,6019,u6019,m400
f,6020,u6020,m400
f,6029,u6029,m401
f,6035,u6035,m401
f,6040,u6040,m402
f,6054,u6054,m402
f,6073,u6073,m403
f,6074,u6074,m403
f,6095,u6095,m404
f,6096,u6096,m404
f,6107,u6107,m405
f,6109,u6109,m405
f,6125,u6125,m407
f,6130,u6130,m408
f,6134,u6134,m408
f,6137,u6137,m408
f,6145,u6145,m409
f,6155,u6155,m410
f,6160,u6160,m410
f,6163,u6163,m411
f,6168,u6168,m411
f,6188,u6188,m413
f,6196,u6196,m414
f,6204,u6204,m415
f,6220,u6220,m416
f,6223,u6223,m416
f,6258,u6258,m418
f,6266,u6266,m419
f,6278,u6278,m420
f,6297,u6297,m421
f,6323,u6323,m423
f,6326,u6326,m423
f,6340,u6340,m423
f,6342,u6342,m423
f,6347,u6347,m423
f,6365,u6365,m424
f,6379,u6379,m425
f,6384,u6384,m425
f,6387,u6387,m426
f,6393,u6393,m426
f,6404,u6404,m427
f,6409,u6409,m427
f,6410,u6410,m427
f,6412,u6412,m427
f,6415,u6415,m427
f,6420,u6420,m428
f,6431,u6431,m428
f,6432,u6432,m428
f,6438,u6438,m428
f,6439,u6439,m428
f,6447,u6447,m428
f,6473,u6473,m430
f,6490,u6490,m431
f,6492,u6492,m431
f,6506,u6506,m432
f,6524,u6524,m433
f,6527,u6527,m433
f,6542,u6542,m434
f,6544,u6544,m435
f,6555,u6555,m435
f,6567,u6567,m436
f,6576,u6576,m437
f,6611,u6611,m440
f,6612,u6612,m441
f,6617,u6617,m441
f,6618,u6618,m441
f,6626,u6626,m442
f,6632,u6632,m443
f,6641,u6641,m443
f,6649,u6649,m444
f,6658,u6658,m444
f,6660,u6660,m444
f,6704,u6704,m446
f,6706,u6706,m447
f,6715,u6715,m448
f,6717,u6717,m448
f,6719,u6719,m448
f,6733,u6733,m448
f,6756,u6756,m450
f,6758,u6758,m450
f,6760,u6760,m450
f,6770,u6770,m451
f,6772,u6772,m451
f,6774,u6774,m452
f,6775,u6775,m452
f,6789,u6789,m453
f,6793,u6793,m453
f,6829,u6829,m455
f,6830,u6830,m455
f,6854,u6854,m458
f,6855,u6855,m458
f,6860,u6860,m458
f,6872,u6872,m459
f,6880,u6880,m460
f,6886,u6886,m461
f,6889,u6889,m461
f,6896,u6896,m462
f,6927,u6927,m463
f,6940,u6940,m464
f,6944,u6944,m464
f,6953,u6953,m465
f,6970,u6970,m466
f,6971,u6971,m466
f,6974,u6974,m467
f,6983,u6983,m467
f,7004,u7004,m468
f,7016,u7016,m469
f,7023,u7023,m469
f,7025,u7025,m469
f,7039,u7039,m471
f,7055,u7055,m472
f,7106,u7106,m476
f,7116,u7116,m476
f,7122,u7122,m477
f,7135,u7135,m479
f,7142,u7142,m479
f,7144,u7144,m480
f,7173,u7173,m482
f,7202,u7202,m485
f,7206,u7206,m485
f,7216,u7216,m486
f,7223,u7223,m487
f,7226,u7226,m487
f,7227,u7227,m487
f,7260,u7260,m490
f,7264,u7264,m491
f,7276,u7276,m491
f,7288,u7288,m492
f,7291,u7291,m492
f,7303,u7303,m493
f,7306,u7306,m493
f,7311,u7311,m494
f,7329,u7329,m495
f,7333,u7333,m495
f,7341,u7341,m496
f,7352,u7352,m497
f,7367,u7367,m498
f,7370,u7370,m498
f,7372,u7372,m499
f,7373,u7373,m499
f,7374,u7374,m499
f,7377,u7377,m499
f,7394,u7394,m500
f,7409,u7409,m501
f,7415,u7415,m501
f,7434,u7434,m503
f,7437,u7437,m503
f,7467,u7467,m505
f,7470,u7470,m505
f,7472,u7472,m505
f,7484,u7484,m505
f,7492,u7492,m506
f,7493,u7493,m506
f,7497,u7497,m506
f,7503,u7503,m507
f,7506,u7506,m507
f,7515,u7515,m507
f,7517,u7517,m507
f,7526,u7526,m508
f,7539,u7539,m509
f,7546,u7546,m510
f,7569,u7569,m511
f,7580,u7580,m512
f,7586,u7586,m513
f,7587,u7587,m513
f,7593,u7593,m513
f,7594,u7594,m513
f,7598,u7598,m513
f,7619,u7619,m514
f,7632,u7632,m516
f,7633,u7633,m516
f,7635,u7635,m516
f,7637,u7637,m516
f,7650,u7650,m517
f,7667,u7667,m518
f,7668,u7668,m518
f,7675,u7675,m519
f,7677,u7677,m519
f,7684,u7684,m519
f,7694,u7694,m520
f,7722,u7722,m522
f,7729,u7729,m523
f,7735,u7735,m524
f,7750,u7750,m524
f,7779,u7779,m526
f,7800,u7800,m527
f,7806,u7806,m528
f,7831,u7831,m530
f,7833,u7833,m530
f,7856,u7856,m532
f,7863,u7863,m532
f,7883,u7883,m533
f,7889,u7889,m534
f,7890,u7890,m534
f,7897,u7897,m534
f,7901,u7901,m534
f,7931,u7931,m537
f,7934,u7934,m537
f,7940,u7940,m537
f,7944,u7944,m538
f,7950,u7950,m538
f,7952,u7952,m538
f,7953,u7953,m538
f,7956,u7956,m539
f,7965,u7965,m539
f,7968,u7968,m540
f,7974,u7974,m540
f,7975,u7975,m540
f,7978,u7978,m540
f,7979,u7979,m540
f,7988,u7988,m541
f,7997,u7997,m541
f,8004,u8004,m542
f,8018,u8018,m543
f,8027,u8027,m544
f,8033,u8033,m544
f,8041,u8041,m545
f,8046,u8046,m545
f,8048,u8048,m545
f,8062,u8062,m546
f,8063,u8063,m546
f,8067,u8067,m546
f,8074,u8074,m547
f,8083,u8083,m548
f,8096,u8096,m549
f,8103,u8103,m550
f,8110,u8110,m550
f,8123,u8123,m551
f,8124,u8124,m551
f,8126,u8126,m552
f,8131,u8131,m552
f,8144,u8144,m553
f,8149,u8149,m553
f,8170,u8170,m554
f,8180,u8180,m555
f,8198,u8198,m556
f,8203,u8203,m557
f,8207,u8207,m557
f,8211,u8211,m558
f,8236,u8236,m560
f,8250,u8250,m560
f,8262,u8262,m561
f,8268,u8268,m561
f,8272,u8272,m562
f,8286,u8286,m563
f,8292,u8292,m564
f,8295,u8295,m564
f,8299,u8299,m564
f,8306,u8306,m564
f,8378,u8378,m568
f,8391,u8391,m569
f,8396,u8396,m569
f,8398,u8398,m569
f,8401,u8401,m569
f,8406,u8406,m569
f,8410,u8410,m570
f,8414,u8414,m571
f,8440,u8440,m573
f,8443,u8443,m573
f,8462,u8462,m574
f,8465,u8465,m575
f,8471,u8471,m575
f,8475,u8475,m575
f,8487,u8487,m576
f,8490,u8490,m576
f,8527,u8527,m578
f,8533,u8533,m578
f,8540,u8540,m579
f,8548,u8548,m580
f,8553,u8553,m581
f,8563,u8563,m581
f,8580,u8580,m582
f,8624,u8624,m585
f,8631,u8631,m586
f,8666,u8666,m587
f,8676,u8676,m588
f,8687,u8687,m589
f,8689,u8689,m589
f,8702,u8702,m590
f,8709,u8709,m591
f,8713,u8713,m591
f,8748,u8748,m593
f,8759,u8759,m594
f,8761,u8761,m594
f,8762,u8762,m594
f,8764,u8764,m594
f,8797,u8797,m596
f,8802,u8802,m597
f,8808,u8808,m598
f,8834,u8834,m599
f,8843,u8843,m599
f,8858,u8858,m601
f,8859,u8859,m601
f,8862,u8862,m601
f,8864,u8864,m601
f,8885,u8885,m604
f,8894,u8894,m605
f,8900,u8900,m605
f,8909,u8909,m606
f,8912,u8912,m606
f,8918,u8918,m606
f,8920,u8920,m607
f,8933,u8933,m608
f,8945,u8945,m609
f,8950,u8950,m610
f,8951,u8951,m610
f,8966,u8966,m611
f,8968,u8968,m611
f,8985,u8985,m612
f,9015,u9015,m615
f,9020,u9020,m615
F,461,u461,m28
F,1138,u1138,m75
F,1326,u1326,m89
F,1479,u1479,m100
F,1741,u1741,m115
F,1786,u1786,m118
F,1992,u1992,m129
F,2012,u2012,m130
F,2484,u2484,m160
F,2485,u2485,m161
F,2768,u2768,m181
F,2820,u2820,m185
F,2871,u2871,m189
F,4090,u4090,m273
F,4093,u4093,m273
F,4112,u4112,m275
F,4386,u4386,m290
F,4393,u4393,m291
F,4595,u4595,m303
F,4640,u4640,m307
F,4646,u4646,m308
F,4681,u4681,m310
F,4729,u4729,m314
F,4732,u4732,m314
F,4831,u4831,m322
F,5099,u5099,m337
F,5218,u5218,m345
F,5355,u5355,m355
F,5856,u5856,m388
F,6231,u6231,m416
F,6742,u6742,m449
F,6851,u6851,m457
F,6913,u6913,m463
F,7088,u7088,m475
F,7175,u7175,m482
F,7878,u7878,m533
F,7885,u7885,m533
F,8329,u8329,m565
F,8674,u8674,m588
F,8719,u8719,m591
F,8749,u8749,m593
F,8773,u8773,m595
F,8872,u8872,m603
F,8899,u8899,m605
F,8994,u8994,m613
